payment_id,member_id,application_id,event_id,event_attendance_id,invoice_id,payment_type,amount,currency,payment_status,payment_method,billing_period,due_date,paid_at
3552,208,,,,8bb17e56-4d3e-4f13-aaa4-b0c93df8c314,Annual Renewal,5000,DOP,Paid,Cash,2025,2025-02-01 00:00:00,2025-05-26 00:00:00
3553,208,,,,8709dfd8-7190-4eb6-933f-e2ff578eca82,Annual Renewal,5000,DOP,Paid,Online Payment,2026,2026-02-01 00:00:00,2026-05-23 00:00:00
3554,209,,,,ae627433-7319-4329-b204-e3ab29766ad3,Annual Renewal,5000,DOP,Paid,Credit Card,2025,2025-02-01 00:00:00,2025-07-10 00:00:00
3555,209,,,,795cd013-7ed6-4c37-be9c-cd335c9765e2,Annual Renewal,5000,DOP,Paid,Bank Transfer,2026,2026-02-01 00:00:00,2026-04-06 00:00:00
3556,210,,,,6306dbe0-c331-48d4-8f67-82ab33f595c7,Annual Renewal,5000,DOP,Paid,Credit Card,2026,2026-02-01 00:00:00,2026-05-16 00:00:00
3557,211,,,,e993dc3e-ded2-4f0c-82ab-b0ab117d1aad,Annual Renewal,5000,DOP,Paid,Online Payment,2023,2023-02-01 00:00:00,2023-07-09 00:00:00
3558,211,,,,7e1b16bf-147c-41cb-878c-2d91641990b7,Annual Renewal,5000,DOP,Paid,Online Payment,2024,2024-02-01 00:00:00,2024-07-27 00:00:00
3559,211,,,,16023f51-c411-4792-8142-3086ab716327,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-04-07 00:00:00
3560,213,,,,06910fc0-4e7b-420c-a0ba-f8bc98707b43,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-03-29 00:00:00
3561,213,,,,0fb80c30-0f68-4e5e-b9c7-5a24e5ed6fcd,Annual Renewal,5000,DOP,Paid,Check,2026,2026-02-01 00:00:00,2026-02-08 00:00:00
3562,215,,,,27b399d3-9692-4b9b-ba79-1007d340c2da,Annual Renewal,5000,DOP,Paid,Bank Transfer,2025,2025-02-01 00:00:00,2025-06-23 00:00:00
3563,216,,,,82c0ba74-ad35-4894-a98d-bcc153d0bc94,Annual Renewal,5000,DOP,Paid,Online Payment,2024,2024-02-01 00:00:00,2024-05-20 00:00:00
3564,216,,,,d9576c46-e7a9-4d70-b3c7-0f35ca42192e,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-04-30 00:00:00
3565,216,,,,99bb0880-ed5e-409d-947e-3313ad469c88,Annual Renewal,5000,DOP,Paid,Bank Transfer,2026,2026-02-01 00:00:00,2026-05-21 00:00:00
3566,218,,,,d4385447-6d37-4aea-abbb-174fa79f5cb2,Annual Renewal,5000,DOP,Paid,Check,2024,2024-02-01 00:00:00,2024-04-26 00:00:00
3567,218,,,,3fd915e3-8531-4824-b234-3512205c047e,Annual Renewal,5000,DOP,Paid,Credit Card,2025,2025-02-01 00:00:00,2025-06-19 00:00:00
3568,218,,,,8e8e6644-f6d7-407d-8ea2-9164a0391831,Annual Renewal,5000,DOP,Paid,Credit Card,2026,2026-02-01 00:00:00,2026-02-19 00:00:00
3569,219,,,,61e6a2f9-7a81-4858-ba42-9c49794f69f1,Annual Renewal,5000,DOP,Paid,Bank Transfer,2025,2025-02-01 00:00:00,2025-06-29 00:00:00
3570,219,,,,22522961-0009-4bff-82bd-be6854178c7e,Annual Renewal,5000,DOP,Paid,Cash,2026,2026-02-01 00:00:00,2026-05-08 00:00:00
3571,220,,,,ff57635c-f05b-4082-8c33-894039730703,Annual Renewal,5000,DOP,Paid,Bank Transfer,2026,2026-02-01 00:00:00,2026-02-06 00:00:00
3572,221,,,,487a8da7-1f14-44a1-830c-51927899ec2c,Annual Renewal,5000,DOP,Paid,Bank Transfer,2023,2023-02-01 00:00:00,2023-03-29 00:00:00
3573,221,,,,3179c421-e2cd-4f23-9d4e-88715834732e,Annual Renewal,5000,DOP,Paid,Cash,2024,2024-02-01 00:00:00,2024-02-17 00:00:00
3574,221,,,,e0c9684e-a8a0-43ca-85c5-970c73a2de2d,Annual Renewal,5000,DOP,Paid,Check,2025,2025-02-01 00:00:00,2025-04-20 00:00:00
3575,221,,,,881da6a4-20b1-4a73-8790-f24301aa98d5,Annual Renewal,5000,DOP,Paid,Online Payment,2026,2026-02-01 00:00:00,2026-04-26 00:00:00
3576,223,,,,6b0bef7f-29d3-4fe2-8826-60b9a5c20bdc,Annual Renewal,5000,DOP,Paid,Check,2024,2024-02-01 00:00:00,2024-04-15 00:00:00
3577,223,,,,d023bce2-cc31-4366-9b27-e6d7d185ef8c,Annual Renewal,5000,DOP,Paid,Cash,2025,2025-02-01 00:00:00,2025-03-12 00:00:00
3578,224,,,,f6d000dd-6e79-4647-8581-a359a516198f,Annual Renewal,5000,DOP,Paid,Online Payment,2022,2022-02-01 00:00:00,2022-05-05 00:00:00
3579,224,,,,3906418e-91f0-4de0-ae4b-7c7f57827826,Annual Renewal,5000,DOP,Paid,Check,2023,2023-02-01 00:00:00,2023-07-01 00:00:00
3580,224,,,,7a8aa4b4-605d-4c68-aae9-a405e9c00af0,Annual Renewal,5000,DOP,Paid,Check,2024,2024-02-01 00:00:00,2024-03-18 00:00:00
3581,224,,,,744b62d8-2dc2-43c0-a374-4bab5ca86e0a,Annual Renewal,5000,DOP,Paid,Credit Card,2025,2025-02-01 00:00:00,2025-02-08 00:00:00
3582,226,,,,574f054c-4077-4622-82fb-00905ead7db6,Annual Renewal,5000,DOP,Paid,Check,2025,2025-02-01 00:00:00,2025-05-20 00:00:00
3583,226,,,,038d60da-422a-4b87-932f-545bac99004a,Annual Renewal,5000,DOP,Paid,Online Payment,2026,2026-02-01 00:00:00,2026-05-03 00:00:00
3584,227,,,,958a9a82-4e11-4722-8771-df143bff55fd,Annual Renewal,5000,DOP,Paid,Cash,2024,2024-02-01 00:00:00,2024-02-10 00:00:00
3585,227,,,,c1884ba6-829a-4fe0-b7f9-4653a246f2d5,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-03-08 00:00:00
3586,228,,,,3f2e653c-9289-4007-b86a-ba5ffcbeb8f9,Annual Renewal,5000,DOP,Paid,Check,2025,2025-02-01 00:00:00,2025-07-25 00:00:00
3587,228,,,,9ec3c5d4-5c7a-4c79-b2ed-cbf99ae4fa2e,Annual Renewal,5000,DOP,Paid,Bank Transfer,2026,2026-02-01 00:00:00,2026-02-04 00:00:00
3588,229,,,,66393244-3ca3-4618-9448-c1065ba7e944,Annual Renewal,5000,DOP,Paid,Credit Card,2023,2023-02-01 00:00:00,2023-06-16 00:00:00
3589,232,,,,f068fd68-a0dd-4351-8c63-db37a81da870,Annual Renewal,5000,DOP,Paid,Cash,2022,2022-02-01 00:00:00,2022-06-25 00:00:00
3590,233,,,,0c9176cb-af93-47ef-ae63-50e22b65093c,Annual Renewal,5000,DOP,Paid,Bank Transfer,2025,2025-02-01 00:00:00,2025-04-29 00:00:00
3591,233,,,,7023028e-4312-4c95-9410-d11edb254e02,Annual Renewal,5000,DOP,Paid,Check,2026,2026-02-01 00:00:00,2026-03-23 00:00:00
3592,235,,,,e2ac2eda-41cd-4207-94e9-dcda089bbddd,Annual Renewal,5000,DOP,Paid,Online Payment,2023,2023-02-01 00:00:00,2023-03-07 00:00:00
3593,235,,,,65d0f3ba-dd98-449d-beb0-2da8428d2b98,Annual Renewal,5000,DOP,Paid,Credit Card,2024,2024-02-01 00:00:00,2024-06-06 00:00:00
3594,235,,,,b56d9e50-e056-4141-811b-96395ba93a24,Annual Renewal,5000,DOP,Paid,Cash,2025,2025-02-01 00:00:00,2025-07-04 00:00:00
3595,235,,,,a95c8634-9c3e-4909-b36d-58c9b2c3e309,Annual Renewal,5000,DOP,Paid,Cash,2026,2026-02-01 00:00:00,2026-04-23 00:00:00
3596,236,,,,daa977ff-b53a-43df-8466-5d9afa7ab9d0,Annual Renewal,5000,DOP,Paid,Cash,2022,2022-02-01 00:00:00,2022-06-25 00:00:00
3597,237,,,,f1e2c528-116c-4649-82dc-214af77fbf25,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-06-12 00:00:00
3598,237,,,,77efd2c9-a7b1-4576-ba82-98628fec03b3,Annual Renewal,5000,DOP,Paid,Online Payment,2026,2026-02-01 00:00:00,2026-05-18 00:00:00
3599,238,,,,dfb13fc3-b0f4-43af-85c3-63a862954582,Annual Renewal,5000,DOP,Paid,Bank Transfer,2026,2026-02-01 00:00:00,2026-03-09 00:00:00
3600,239,,,,723f155c-d5b6-468e-aa14-a2b19b4f6e53,Annual Renewal,5000,DOP,Paid,Cash,2024,2024-02-01 00:00:00,2024-02-12 00:00:00
3601,239,,,,3d706c96-db8d-47d9-85c6-76c30ffbdb8f,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-03-15 00:00:00
3602,239,,,,e79a71c2-54c6-4e1c-8a48-d37682ede591,Annual Renewal,5000,DOP,Paid,Credit Card,2026,2026-02-01 00:00:00,2026-02-07 00:00:00
3603,240,,,,dedf7eed-ddbb-46e3-a591-1040b9027e9a,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-07-18 00:00:00
3604,240,,,,d9ee1215-1012-41ed-b363-f2b384fbc7dc,Annual Renewal,5000,DOP,Paid,Check,2026,2026-02-01 00:00:00,2026-02-25 00:00:00
3605,241,,,,b08a695d-c4f1-41a5-9a6a-515de0427c03,Annual Renewal,5000,DOP,Paid,Cash,2026,2026-02-01 00:00:00,2026-03-07 00:00:00
3606,242,,,,a6c4a73e-457b-4d48-bbbc-660084885ef8,Annual Renewal,5000,DOP,Paid,Cash,2026,2026-02-01 00:00:00,2026-04-15 00:00:00
3607,243,,,,443a3ac2-c73a-4963-a60a-f29bf8ef6894,Annual Renewal,5000,DOP,Paid,Check,2022,2022-02-01 00:00:00,2022-04-02 00:00:00
3608,243,,,,d2ae1f59-21a6-4458-864f-a22839869af6,Annual Renewal,5000,DOP,Paid,Online Payment,2023,2023-02-01 00:00:00,2023-05-31 00:00:00
3609,243,,,,a9896bbe-b06d-481b-9eb0-2129953fab9e,Annual Renewal,5000,DOP,Paid,Cash,2024,2024-02-01 00:00:00,2024-06-18 00:00:00
3610,243,,,,3d74b046-b780-4ea5-a609-eb667755807b,Annual Renewal,5000,DOP,Paid,Cash,2025,2025-02-01 00:00:00,2025-07-08 00:00:00
3611,244,,,,45337b06-4f8c-406f-9163-34468c92ccaf,Annual Renewal,5000,DOP,Paid,Credit Card,2024,2024-02-01 00:00:00,2024-04-14 00:00:00
3612,244,,,,cd999c38-2d3e-4a85-98e5-6638df7311c9,Annual Renewal,5000,DOP,Paid,Bank Transfer,2025,2025-02-01 00:00:00,2025-03-15 00:00:00
3613,244,,,,9d83b073-27e4-45d8-8f89-3e3447c1b3db,Annual Renewal,5000,DOP,Paid,Cash,2026,2026-02-01 00:00:00,2026-02-14 00:00:00
3614,245,,,,4270c3b9-c4f6-4dd6-bed6-443ae5a1ba57,Annual Renewal,5000,DOP,Paid,Online Payment,2023,2023-02-01 00:00:00,2023-07-11 00:00:00
3615,245,,,,c3c039e6-891e-4df3-a33b-9157d1f410e0,Annual Renewal,5000,DOP,Paid,Check,2024,2024-02-01 00:00:00,2024-02-13 00:00:00
3616,245,,,,6c9faa95-b2e9-475a-8d31-f0f701e584e2,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-07-06 00:00:00
3617,246,,,,b3de1447-629e-4df0-8670-bf5d83fbda1d,Annual Renewal,5000,DOP,Paid,Check,2024,2024-02-01 00:00:00,2024-04-16 00:00:00
3618,246,,,,9ebeca6e-a0b9-4c2c-a3cf-14c1b958d682,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-04-06 00:00:00
3619,246,,,,a2e2a6d2-8ed7-485b-b52d-9a6db6142ee4,Annual Renewal,5000,DOP,Paid,Credit Card,2026,2026-02-01 00:00:00,2026-03-25 00:00:00
3620,251,,,,b6511d4a-8a0d-4029-8bf8-94379f2f173c,Annual Renewal,5000,DOP,Paid,Cash,2025,2025-02-01 00:00:00,2025-02-09 00:00:00
3621,251,,,,e36cc148-3309-45a6-a68b-aa47738d967c,Annual Renewal,5000,DOP,Paid,Bank Transfer,2026,2026-02-01 00:00:00,2026-02-12 00:00:00
3622,253,,,,f0270274-4143-48e2-9738-6aede5abcde8,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-03-01 00:00:00
3623,254,,,,2a61fe80-7cd5-46c1-ac91-bf45a83c4984,Annual Renewal,5000,DOP,Paid,Cash,2024,2024-02-01 00:00:00,2024-07-20 00:00:00
3624,254,,,,77212b42-ce22-4106-b06f-2aee4eadfa0f,Annual Renewal,5000,DOP,Paid,Check,2025,2025-02-01 00:00:00,2025-03-10 00:00:00
3625,257,,,,7207c2fb-59d8-4a28-9c86-e3751a8580dc,Annual Renewal,5000,DOP,Paid,Cash,2024,2024-02-01 00:00:00,2024-04-17 00:00:00
3626,257,,,,7afd27ce-318b-4aa2-b4c3-38f28cc4539e,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-03-25 00:00:00
3627,257,,,,15c79f62-8979-4eee-b15f-2603c8345587,Annual Renewal,5000,DOP,Paid,Bank Transfer,2026,2026-02-01 00:00:00,2026-04-11 00:00:00
3628,258,,,,1f625067-6819-4362-a3a5-8bb1576480a7,Annual Renewal,5000,DOP,Paid,Bank Transfer,2022,2022-02-01 00:00:00,2022-06-11 00:00:00
3629,258,,,,2827f66f-6756-4314-a21b-dad8d6c1ea63,Annual Renewal,5000,DOP,Paid,Check,2023,2023-02-01 00:00:00,2023-06-24 00:00:00
3630,258,,,,362d3b14-7d21-4de8-bd94-f9b110a260ed,Annual Renewal,5000,DOP,Paid,Cash,2024,2024-02-01 00:00:00,2024-02-25 00:00:00
3631,262,,,,d8412678-7945-4b37-aeb2-3ee860ca3bb3,Annual Renewal,5000,DOP,Paid,Credit Card,2023,2023-02-01 00:00:00,2023-04-11 00:00:00
3632,262,,,,870ce744-bdf7-488b-bc0b-442315f7347d,Annual Renewal,5000,DOP,Paid,Cash,2024,2024-02-01 00:00:00,2024-02-11 00:00:00
3633,262,,,,102478ac-328e-49cd-bec8-6fd6b8f57bcf,Annual Renewal,5000,DOP,Paid,Credit Card,2025,2025-02-01 00:00:00,2025-06-28 00:00:00
3634,262,,,,a3ca7384-b2dd-4524-8522-29694ab10635,Annual Renewal,5000,DOP,Paid,Cash,2026,2026-02-01 00:00:00,2026-04-09 00:00:00
3635,263,,,,134b5f01-e7e2-44a1-b72b-0b95fb3a5054,Annual Renewal,5000,DOP,Paid,Cash,2022,2022-02-01 00:00:00,2022-07-25 00:00:00
3636,263,,,,1e0bce61-d7ee-4a66-b0da-d33591b4d03e,Annual Renewal,5000,DOP,Paid,Online Payment,2023,2023-02-01 00:00:00,2023-02-14 00:00:00
3637,266,,,,ddfc74dd-6a57-461a-acd7-6a9d65d654e3,Annual Renewal,5000,DOP,Paid,Bank Transfer,2026,2026-02-01 00:00:00,2026-06-01 00:00:00
3638,268,,,,6c983b07-1ecb-4144-b7e4-35e9c657f7e2,Annual Renewal,5000,DOP,Paid,Bank Transfer,2026,2026-02-01 00:00:00,2026-05-27 00:00:00
3639,269,,,,aca0e259-bf29-484c-8f8b-00fb2b6bf559,Annual Renewal,5000,DOP,Paid,Online Payment,2026,2026-02-01 00:00:00,2026-05-29 00:00:00
3640,270,,,,b970ff69-9e09-447b-a5a9-4098a9376658,Annual Renewal,5000,DOP,Paid,Check,2023,2023-02-01 00:00:00,2023-07-04 00:00:00
3641,271,,,,93c23a7c-b915-49fd-85d1-0b7f8ba887a3,Annual Renewal,5000,DOP,Paid,Credit Card,2024,2024-02-01 00:00:00,2024-04-20 00:00:00
3642,271,,,,7ac1bbef-6e7c-42c8-bb77-4969a49edf28,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-03-11 00:00:00
3643,271,,,,2c1b6038-64ae-4fb3-ac2b-2a23e14092d0,Annual Renewal,5000,DOP,Paid,Online Payment,2026,2026-02-01 00:00:00,2026-04-19 00:00:00
3644,273,,,,8090baec-1374-443b-bc8e-93c5ef8ad8eb,Annual Renewal,5000,DOP,Paid,Credit Card,2023,2023-02-01 00:00:00,2023-07-29 00:00:00
3645,273,,,,76e5b791-4fe0-41b4-ae1e-c2fa237c5905,Annual Renewal,5000,DOP,Paid,Credit Card,2024,2024-02-01 00:00:00,2024-04-09 00:00:00
3646,273,,,,a1476cf4-a111-4b9d-b941-813291ca9c7d,Annual Renewal,5000,DOP,Paid,Credit Card,2025,2025-02-01 00:00:00,2025-07-04 00:00:00
3647,274,,,,7e791775-41f4-4265-a03e-d4ef2e6cd184,Annual Renewal,5000,DOP,Paid,Online Payment,2022,2022-02-01 00:00:00,2022-03-21 00:00:00
3648,274,,,,e3c81648-f9a2-4c02-a6fa-154267a23621,Annual Renewal,5000,DOP,Paid,Bank Transfer,2023,2023-02-01 00:00:00,2023-04-02 00:00:00
3649,274,,,,70a13c89-6c71-4ffe-8d52-fdceedab41b1,Annual Renewal,5000,DOP,Paid,Credit Card,2024,2024-02-01 00:00:00,2024-06-02 00:00:00
3650,274,,,,74b24b75-afdb-405b-bca5-97de0adbb968,Annual Renewal,5000,DOP,Paid,Check,2025,2025-02-01 00:00:00,2025-05-22 00:00:00
3651,275,,,,717078c5-d794-4fda-a475-d3f41a3d715f,Annual Renewal,5000,DOP,Paid,Cash,2023,2023-02-01 00:00:00,2023-05-07 00:00:00
3652,276,,,,84d0eb15-4486-47a5-a34b-21df178d75e6,Annual Renewal,5000,DOP,Paid,Online Payment,2026,2026-02-01 00:00:00,2026-03-02 00:00:00
3653,277,,,,75d334a8-5bfb-4fae-921e-bfcaaa6418c5,Annual Renewal,5000,DOP,Paid,Credit Card,2022,2022-02-01 00:00:00,2022-06-29 00:00:00
3654,277,,,,74c33f94-557f-4059-a414-d8689c144996,Annual Renewal,5000,DOP,Paid,Credit Card,2023,2023-02-01 00:00:00,2023-06-09 00:00:00
3655,277,,,,2c2b2c4b-b11d-49e4-9edf-ce4d896a3426,Annual Renewal,5000,DOP,Paid,Online Payment,2024,2024-02-01 00:00:00,2024-04-06 00:00:00
3656,277,,,,ff206219-50c1-455f-b4e4-096131395a75,Annual Renewal,5000,DOP,Paid,Credit Card,2025,2025-02-01 00:00:00,2025-02-12 00:00:00
3657,277,,,,0e1f0464-80b4-431f-98ff-f28f26bdd79a,Annual Renewal,5000,DOP,Paid,Online Payment,2026,2026-02-01 00:00:00,2026-04-29 00:00:00
3658,278,,,,c8ff6ec3-06a0-48fc-bf60-b241fb2876cd,Annual Renewal,5000,DOP,Paid,Bank Transfer,2023,2023-02-01 00:00:00,2023-03-19 00:00:00
3659,278,,,,c22ac6cb-4ad5-4982-b069-61b59ec75492,Annual Renewal,5000,DOP,Paid,Cash,2024,2024-02-01 00:00:00,2024-02-11 00:00:00
3660,278,,,,71049cc8-c6fe-48c9-b903-2f8911f7714f,Annual Renewal,5000,DOP,Paid,Bank Transfer,2025,2025-02-01 00:00:00,2025-02-17 00:00:00
3661,278,,,,44f67c3f-5753-4631-804a-5b8c3d3ab27e,Annual Renewal,5000,DOP,Paid,Bank Transfer,2026,2026-02-01 00:00:00,2026-03-04 00:00:00
3662,279,,,,7a73fecd-4934-42c7-bee1-6ced20ea64aa,Annual Renewal,5000,DOP,Paid,Bank Transfer,2023,2023-02-01 00:00:00,2023-02-08 00:00:00
3663,279,,,,c190b72d-d17b-4c5f-9f39-9d91d511f51a,Annual Renewal,5000,DOP,Paid,Credit Card,2024,2024-02-01 00:00:00,2024-02-07 00:00:00
3664,279,,,,588a63e1-10c3-44a6-b6cd-547b188bea0c,Annual Renewal,5000,DOP,Paid,Bank Transfer,2025,2025-02-01 00:00:00,2025-07-30 00:00:00
3665,279,,,,fdeb5ca5-8494-44b1-908f-7332e034e7e3,Annual Renewal,5000,DOP,Paid,Cash,2026,2026-02-01 00:00:00,2026-05-31 00:00:00
3666,280,,,,f2d986ed-2e44-48ea-9b84-c3f32f8969ef,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-05-12 00:00:00
3667,280,,,,d39f84ea-1cff-418f-8eaf-e79110f36b47,Annual Renewal,5000,DOP,Paid,Bank Transfer,2026,2026-02-01 00:00:00,2026-03-26 00:00:00
3668,281,,,,71d2547c-1591-46be-954f-b0ea90d79b73,Annual Renewal,5000,DOP,Paid,Credit Card,2023,2023-02-01 00:00:00,2023-06-06 00:00:00
3669,281,,,,f7cb7f85-9a89-464a-883d-759a17927bcf,Annual Renewal,5000,DOP,Paid,Cash,2024,2024-02-01 00:00:00,2024-07-21 00:00:00
3670,282,,,,06a894f5-d2a5-456b-b371-40d5007e364c,Annual Renewal,5000,DOP,Paid,Online Payment,2024,2024-02-01 00:00:00,2024-03-07 00:00:00
3671,282,,,,a7356f6f-78df-4f95-b4ca-37206f4e0e9f,Annual Renewal,5000,DOP,Paid,Bank Transfer,2025,2025-02-01 00:00:00,2025-02-07 00:00:00
3672,283,,,,9b1091ac-aadf-47cc-b9a2-fe316d6c95ae,Annual Renewal,5000,DOP,Paid,Cash,2025,2025-02-01 00:00:00,2025-04-09 00:00:00
3673,285,,,,1df1afc4-ded9-47ca-93a3-1deb328a09bf,Annual Renewal,5000,DOP,Paid,Bank Transfer,2023,2023-02-01 00:00:00,2023-07-19 00:00:00
3674,286,,,,d908f6fd-cb19-4bd7-98e1-85da35a3eb4b,Annual Renewal,5000,DOP,Paid,Credit Card,2026,2026-02-01 00:00:00,2026-05-06 00:00:00
3675,287,,,,4c386c51-dd15-4fb1-a6d8-a8a964257024,Annual Renewal,5000,DOP,Paid,Cash,2023,2023-02-01 00:00:00,2023-04-09 00:00:00
3676,287,,,,324a1214-8db4-4450-be68-ef71500e0609,Annual Renewal,5000,DOP,Paid,Cash,2024,2024-02-01 00:00:00,2024-05-23 00:00:00
3677,287,,,,4bc5d0a9-e3c3-4b68-a676-a19131732afa,Annual Renewal,5000,DOP,Paid,Credit Card,2025,2025-02-01 00:00:00,2025-05-22 00:00:00
3678,287,,,,fcdb2e78-5288-470b-9949-a9ee294e6209,Annual Renewal,5000,DOP,Paid,Credit Card,2026,2026-02-01 00:00:00,2026-05-03 00:00:00
3679,289,,,,f603eb69-3910-47f2-9af1-a5150213f6be,Annual Renewal,5000,DOP,Paid,Credit Card,2024,2024-02-01 00:00:00,2024-06-26 00:00:00
3680,289,,,,b1c1e9ca-3e3a-428f-beac-fe6f5c59be8b,Annual Renewal,5000,DOP,Paid,Cash,2025,2025-02-01 00:00:00,2025-02-12 00:00:00
3681,289,,,,b974c9f3-bf52-4ec3-bcdb-daf3eb12f61d,Annual Renewal,5000,DOP,Paid,Online Payment,2026,2026-02-01 00:00:00,2026-02-16 00:00:00
3682,290,,,,bb96dc44-d0ba-4e58-acc1-ece3f772a55a,Annual Renewal,5000,DOP,Paid,Cash,2025,2025-02-01 00:00:00,2025-04-19 00:00:00
3683,291,,,,2916489b-19a8-452e-8876-e56816aaf371,Annual Renewal,5000,DOP,Paid,Credit Card,2023,2023-02-01 00:00:00,2023-06-20 00:00:00
3684,291,,,,b2b73164-4cc6-47f6-b2ac-68bf565938b4,Annual Renewal,5000,DOP,Paid,Online Payment,2024,2024-02-01 00:00:00,2024-02-20 00:00:00
3685,291,,,,c4eea3ae-53d7-490e-b37e-ccd8674ba244,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-03-17 00:00:00
3686,291,,,,4acfd7c4-11aa-44ca-9883-fb6ddb17394a,Annual Renewal,5000,DOP,Paid,Online Payment,2026,2026-02-01 00:00:00,2026-02-26 00:00:00
3687,292,,,,9af526c9-ab24-4e73-96b9-2988944e9047,Annual Renewal,5000,DOP,Paid,Cash,2024,2024-02-01 00:00:00,2024-06-01 00:00:00
3688,292,,,,c351999e-9222-45de-995c-f8dd5bb0b9b5,Annual Renewal,5000,DOP,Paid,Credit Card,2025,2025-02-01 00:00:00,2025-03-17 00:00:00
3689,293,,,,78a24461-72f1-4739-81ae-ebcada3838bb,Annual Renewal,5000,DOP,Paid,Bank Transfer,2025,2025-02-01 00:00:00,2025-04-26 00:00:00
3690,293,,,,b3f01169-1865-4a36-bb83-53c90ad2bfb2,Annual Renewal,5000,DOP,Paid,Cash,2026,2026-02-01 00:00:00,2026-05-17 00:00:00
3691,294,,,,5c419100-007a-459e-bae7-19f8ce00b84b,Annual Renewal,5000,DOP,Paid,Cash,2026,2026-02-01 00:00:00,2026-03-13 00:00:00
3692,297,,,,b9bdb94a-a86f-4638-8869-73376db86cbd,Annual Renewal,5000,DOP,Paid,Credit Card,2026,2026-02-01 00:00:00,2026-05-19 00:00:00
3693,298,,,,3238a2f4-8d46-4c4a-9ea4-0f43203e0668,Annual Renewal,5000,DOP,Paid,Online Payment,2023,2023-02-01 00:00:00,2023-04-12 00:00:00
3694,299,,,,e622f49a-1125-412c-8a86-5d542fc5b3b9,Annual Renewal,5000,DOP,Paid,Cash,2022,2022-02-01 00:00:00,2022-05-17 00:00:00
3695,299,,,,376633a5-ec3a-4e85-8d36-7475440867c1,Annual Renewal,5000,DOP,Paid,Credit Card,2023,2023-02-01 00:00:00,2023-05-30 00:00:00
3696,299,,,,636b0fae-5ef3-4777-8e7e-66ff546a9280,Annual Renewal,5000,DOP,Paid,Check,2024,2024-02-01 00:00:00,2024-07-04 00:00:00
3697,299,,,,3166c455-dd3e-470d-aa18-8d37cdfacce4,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-03-08 00:00:00
3698,300,,,,78883f50-dff2-48a7-a563-97f7c91d3f84,Annual Renewal,5000,DOP,Paid,Credit Card,2025,2025-02-01 00:00:00,2025-03-10 00:00:00
3699,300,,,,afbbce7f-83ff-4f39-82a2-86f99db747de,Annual Renewal,5000,DOP,Paid,Online Payment,2026,2026-02-01 00:00:00,2026-03-29 00:00:00
3700,301,,,,3afed108-f908-4fb6-bbb7-e845cdb3ade4,Annual Renewal,5000,DOP,Paid,Bank Transfer,2023,2023-02-01 00:00:00,2023-04-18 00:00:00
3701,301,,,,3c3ad6d1-6eff-4a22-8024-334f6fdbc00d,Annual Renewal,5000,DOP,Paid,Credit Card,2024,2024-02-01 00:00:00,2024-06-05 00:00:00
3702,302,,,,d51826c2-da0a-4495-a1f9-0be86b5af5f8,Annual Renewal,5000,DOP,Paid,Online Payment,2023,2023-02-01 00:00:00,2023-06-20 00:00:00
3703,302,,,,4fd8c6cb-ab47-488e-bba3-f0834ce074f8,Annual Renewal,5000,DOP,Paid,Online Payment,2024,2024-02-01 00:00:00,2024-06-10 00:00:00
3704,302,,,,945d4523-e5d3-4710-8f36-a95ab827ba99,Annual Renewal,5000,DOP,Paid,Check,2025,2025-02-01 00:00:00,2025-03-28 00:00:00
3705,303,,,,07c58bf9-1df8-4fd0-a058-fe3981fc7f5f,Annual Renewal,5000,DOP,Paid,Online Payment,2022,2022-02-01 00:00:00,2022-05-05 00:00:00
3706,304,,,,f462a3d0-ee4c-4b4e-a75f-c9eca964ff08,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-07-19 00:00:00
3707,305,,,,c8b33b49-21dd-4fab-8068-476031a928ef,Annual Renewal,5000,DOP,Paid,Online Payment,2026,2026-02-01 00:00:00,2026-03-10 00:00:00
3708,306,,,,c2e8574f-72ce-4af7-9c03-f358699a48f6,Annual Renewal,5000,DOP,Paid,Online Payment,2025,2025-02-01 00:00:00,2025-02-10 00:00:00
