application_status_history_id,application_id,status,status_start_at,status_end_at,changed_by
5332,1533,Under Review,2021-08-17 11:49:27,,review_committee
5333,1534,Submitted,2023-06-09 05:26:21,2023-07-04 05:26:21,system
5334,1534,Under Review,2023-07-04 05:26:21,2023-07-12 05:26:21,review_committee
5335,1534,Pending Payment,2023-07-12 05:26:21,2023-07-30 05:26:21,review_committee
5336,1534,Approved,2023-07-30 05:26:21,,review_committee
5337,1535,Submitted,2024-05-09 12:40:43,2024-05-12 12:40:43,review_committee
5338,1535,Under Review,2024-05-12 12:40:43,2024-06-11 12:40:43,membership_officer
5339,1535,Pending Payment,2024-06-11 12:40:43,2024-06-12 12:40:43,review_committee
5340,1535,Approved,2024-06-12 12:40:43,,membership_officer
5341,1536,Submitted,2026-02-14 16:09:09,2026-03-02 16:09:09,membership_officer
5342,1536,Under Review,2026-03-02 16:09:09,2026-03-15 16:09:09,membership_officer
5343,1536,Pending Payment,2026-03-15 16:09:09,,review_committee
5344,1537,Submitted,2023-01-02 12:44:25,2023-01-07 12:44:25,membership_officer
5345,1537,Under Review,2023-01-07 12:44:25,2023-01-08 12:44:25,review_committee
5346,1537,Pending Payment,2023-01-08 12:44:25,2023-01-25 12:44:25,system
5347,1537,Approved,2023-01-25 12:44:25,,membership_officer
5348,1538,Submitted,2023-01-26 12:17:28,2023-02-24 12:17:28,system
5349,1538,Withdrawn,2023-02-24 12:17:28,,review_committee
5350,1539,Submitted,2025-05-28 19:18:06,2025-06-12 19:18:06,review_committee
5351,1539,Under Review,2025-06-12 19:18:06,2025-06-20 19:18:06,system
5352,1539,Pending Payment,2025-06-20 19:18:06,2025-07-17 19:18:06,system
5353,1539,Approved,2025-07-17 19:18:06,,membership_officer
5354,1540,Submitted,2025-03-12 07:32:10,2025-03-24 07:32:10,membership_officer
5355,1540,Under Review,2025-03-24 07:32:10,2025-04-18 07:32:10,system
5356,1540,Pending Payment,2025-04-18 07:32:10,2025-05-01 07:32:10,membership_officer
5357,1540,Approved,2025-05-01 07:32:10,,review_committee
5358,1541,Submitted,2026-05-22 08:01:23,2026-06-18 08:01:23,review_committee
5359,1541,Withdrawn,2026-06-18 08:01:23,,review_committee
5360,1542,Submitted,2024-11-14 15:40:33,2024-12-11 15:40:33,system
5361,1542,Under Review,2024-12-11 15:40:33,2024-12-31 15:40:33,system
5362,1542,Pending Payment,2024-12-31 15:40:33,2025-01-21 15:40:33,membership_officer
5363,1542,Approved,2025-01-21 15:40:33,,system
5364,1543,Submitted,2021-09-26 03:43:01,2021-10-19 03:43:01,review_committee
5365,1543,Under Review,2021-10-19 03:43:01,2021-11-13 03:43:01,system
5366,1543,Pending Payment,2021-11-13 03:43:01,2021-11-30 03:43:01,system
5367,1543,Approved,2021-11-30 03:43:01,,review_committee
5368,1544,Submitted,2025-05-13 23:35:08,2025-05-19 23:35:08,membership_officer
5369,1544,Under Review,2025-05-19 23:35:08,2025-06-09 23:35:08,system
5370,1544,Pending Payment,2025-06-09 23:35:08,2025-06-19 23:35:08,review_committee
5371,1544,Approved,2025-06-19 23:35:08,,review_committee
5372,1545,Submitted,2026-02-02 11:41:06,2026-02-03 11:41:06,review_committee
5373,1545,Under Review,2026-02-03 11:41:06,2026-02-28 11:41:06,review_committee
5374,1545,Pending Payment,2026-02-28 11:41:06,2026-03-04 11:41:06,review_committee
5375,1545,Approved,2026-03-04 11:41:06,,system
5376,1546,Submitted,2025-05-26 13:36:10,2025-06-14 13:36:10,review_committee
5377,1546,Under Review,2025-06-14 13:36:10,2025-07-01 13:36:10,system
5378,1546,Pending Payment,2025-07-01 13:36:10,2025-07-22 13:36:10,system
5379,1546,Approved,2025-07-22 13:36:10,,system
5380,1547,Submitted,2023-01-23 04:20:45,2023-02-12 04:20:45,system
5381,1547,Under Review,2023-02-12 04:20:45,2023-02-20 04:20:45,review_committee
5382,1547,Pending Payment,2023-02-20 04:20:45,2023-03-17 04:20:45,system
5383,1547,Approved,2023-03-17 04:20:45,,system
5384,1548,Submitted,2023-05-16 14:35:57,2023-06-07 14:35:57,membership_officer
5385,1548,Under Review,2023-06-07 14:35:57,2023-06-28 14:35:57,system
5386,1548,Pending Payment,2023-06-28 14:35:57,2023-07-24 14:35:57,membership_officer
5387,1548,Approved,2023-07-24 14:35:57,,review_committee
5388,1549,Submitted,2022-02-27 14:18:11,2022-03-18 14:18:11,system
5389,1549,Under Review,2022-03-18 14:18:11,2022-04-12 14:18:11,system
5390,1549,Pending Payment,2022-04-12 14:18:11,,membership_officer
5391,1550,Submitted,2025-08-04 20:03:02,2025-08-19 20:03:02,system
5392,1550,Withdrawn,2025-08-19 20:03:02,,membership_officer
5393,1551,Submitted,2023-05-14 21:57:32,2023-05-17 21:57:32,membership_officer
5394,1551,Under Review,2023-05-17 21:57:32,2023-05-29 21:57:32,review_committee
5395,1551,Pending Payment,2023-05-29 21:57:32,2023-06-20 21:57:32,review_committee
5396,1551,Approved,2023-06-20 21:57:32,,review_committee
5397,1552,Submitted,2025-10-09 15:13:37,2025-10-14 15:13:37,review_committee
5398,1552,Under Review,2025-10-14 15:13:37,2025-11-05 15:13:37,review_committee
5399,1552,Rejected,2025-11-05 15:13:37,,review_committee
5400,1553,Submitted,2024-10-07 09:26:06,2024-11-03 09:26:06,membership_officer
5401,1553,Under Review,2024-11-03 09:26:06,2024-11-09 09:26:06,review_committee
5402,1553,Pending Payment,2024-11-09 09:26:06,2024-12-06 09:26:06,membership_officer
5403,1553,Approved,2024-12-06 09:26:06,,review_committee
5404,1554,Submitted,2023-12-04 21:22:25,2024-01-02 21:22:25,membership_officer
5405,1554,Under Review,2024-01-02 21:22:25,2024-01-30 21:22:25,review_committee
5406,1554,Pending Payment,2024-01-30 21:22:25,2024-02-09 21:22:25,system
5407,1554,Approved,2024-02-09 21:22:25,,membership_officer
5408,1555,Submitted,2022-07-03 00:34:13,2022-07-27 00:34:13,review_committee
5409,1555,Withdrawn,2022-07-27 00:34:13,,membership_officer
5410,1556,Submitted,2025-08-07 18:36:29,2025-08-13 18:36:29,review_committee
5411,1556,Under Review,2025-08-13 18:36:29,2025-09-05 18:36:29,membership_officer
5412,1556,Rejected,2025-09-05 18:36:29,,membership_officer
5413,1557,Submitted,2023-10-09 10:26:53,2023-11-06 10:26:53,membership_officer
5414,1557,Withdrawn,2023-11-06 10:26:53,,system
5415,1558,Submitted,2022-03-26 07:35:18,2022-04-19 07:35:18,review_committee
5416,1558,Under Review,2022-04-19 07:35:18,2022-04-27 07:35:18,membership_officer
5417,1558,Rejected,2022-04-27 07:35:18,,system
5418,1559,Submitted,2022-05-24 09:26:50,2022-06-17 09:26:50,review_committee
5419,1559,Under Review,2022-06-17 09:26:50,2022-06-25 09:26:50,membership_officer
5420,1559,Pending Payment,2022-06-25 09:26:50,2022-07-21 09:26:50,membership_officer
5421,1559,Approved,2022-07-21 09:26:50,,membership_officer
5422,1560,Submitted,2025-12-10 21:46:52,2025-12-25 21:46:52,system
5423,1560,Under Review,2025-12-25 21:46:52,2025-12-28 21:46:52,review_committee
5424,1560,Rejected,2025-12-28 21:46:52,,review_committee
5425,1561,Submitted,2023-09-28 22:27:52,2023-10-16 22:27:52,membership_officer
5426,1561,Under Review,2023-10-16 22:27:52,2023-11-02 22:27:52,system
5427,1561,Pending Payment,2023-11-02 22:27:52,2023-11-06 22:27:52,membership_officer
5428,1561,Approved,2023-11-06 22:27:52,,system
5429,1562,Submitted,2024-06-28 16:03:22,2024-07-25 16:03:22,system
5430,1562,Under Review,2024-07-25 16:03:22,2024-07-30 16:03:22,review_committee
5431,1562,Rejected,2024-07-30 16:03:22,,membership_officer
5432,1563,Submitted,2025-12-08 09:50:48,2025-12-22 09:50:48,review_committee
5433,1563,Under Review,2025-12-22 09:50:48,2026-01-18 09:50:48,membership_officer
5434,1563,Pending Payment,2026-01-18 09:50:48,2026-02-14 09:50:48,membership_officer
5435,1563,Approved,2026-02-14 09:50:48,,review_committee
5436,1564,Submitted,2024-07-20 19:29:25,2024-08-19 19:29:25,review_committee
5437,1564,Under Review,2024-08-19 19:29:25,2024-08-30 19:29:25,system
5438,1564,Pending Payment,2024-08-30 19:29:25,2024-09-17 19:29:25,review_committee
5439,1564,Approved,2024-09-17 19:29:25,,membership_officer
5440,1565,Submitted,2025-02-14 11:41:18,2025-03-05 11:41:18,membership_officer
5441,1565,Under Review,2025-03-05 11:41:18,2025-03-18 11:41:18,system
5442,1565,Pending Payment,2025-03-18 11:41:18,2025-03-29 11:41:18,system
5443,1565,Approved,2025-03-29 11:41:18,,system
5444,1566,Submitted,2025-04-22 16:22:55,,review_committee
5445,1567,Submitted,2024-05-10 01:19:21,2024-06-03 01:19:21,membership_officer
5446,1567,Under Review,2024-06-03 01:19:21,2024-06-09 01:19:21,system
5447,1567,Pending Payment,2024-06-09 01:19:21,2024-06-21 01:19:21,membership_officer
5448,1567,Approved,2024-06-21 01:19:21,,membership_officer
5449,1568,Submitted,2024-07-29 06:32:39,2024-08-21 06:32:39,membership_officer
5450,1568,Under Review,2024-08-21 06:32:39,2024-08-31 06:32:39,membership_officer
5451,1568,Pending Payment,2024-08-31 06:32:39,2024-09-19 06:32:39,review_committee
5452,1568,Approved,2024-09-19 06:32:39,,system
5453,1569,Submitted,2022-06-28 22:08:37,2022-07-27 22:08:37,system
5454,1569,Under Review,2022-07-27 22:08:37,2022-08-24 22:08:37,membership_officer
5455,1569,Pending Payment,2022-08-24 22:08:37,2022-09-16 22:08:37,system
5456,1569,Approved,2022-09-16 22:08:37,,review_committee
5457,1570,Submitted,2022-10-22 18:20:30,2022-11-16 18:20:30,system
5458,1570,Under Review,2022-11-16 18:20:30,2022-12-10 18:20:30,review_committee
5459,1570,Pending Payment,2022-12-10 18:20:30,2022-12-26 18:20:30,review_committee
5460,1570,Approved,2022-12-26 18:20:30,,review_committee
5461,1571,Submitted,2023-06-16 08:13:52,2023-06-28 08:13:52,system
5462,1571,Under Review,2023-06-28 08:13:52,2023-07-22 08:13:52,review_committee
5463,1571,Rejected,2023-07-22 08:13:52,,membership_officer
5464,1572,Submitted,2024-03-07 07:43:00,2024-03-14 07:43:00,review_committee
5465,1572,Under Review,2024-03-14 07:43:00,2024-04-07 07:43:00,system
5466,1572,Rejected,2024-04-07 07:43:00,,review_committee
5467,1573,Submitted,2025-12-02 09:37:50,2025-12-28 09:37:50,membership_officer
5468,1573,Under Review,2025-12-28 09:37:50,2026-01-15 09:37:50,membership_officer
5469,1573,Pending Payment,2026-01-15 09:37:50,,membership_officer
5470,1574,Submitted,2023-11-25 18:01:06,2023-12-04 18:01:06,system
5471,1574,Under Review,2023-12-04 18:01:06,2023-12-17 18:01:06,membership_officer
5472,1574,Pending Payment,2023-12-17 18:01:06,2024-01-11 18:01:06,review_committee
5473,1574,Approved,2024-01-11 18:01:06,,membership_officer
5474,1575,Submitted,2025-08-27 14:21:32,2025-09-15 14:21:32,membership_officer
5475,1575,Under Review,2025-09-15 14:21:32,2025-09-22 14:21:32,review_committee
5476,1575,Pending Payment,2025-09-22 14:21:32,2025-10-01 14:21:32,membership_officer
5477,1575,Approved,2025-10-01 14:21:32,,review_committee
5478,1576,Submitted,2025-03-26 14:28:52,2025-04-14 14:28:52,review_committee
5479,1576,Under Review,2025-04-14 14:28:52,2025-05-11 14:28:52,membership_officer
5480,1576,Rejected,2025-05-11 14:28:52,,review_committee
5481,1577,Submitted,2024-08-06 07:14:48,2024-08-18 07:14:48,membership_officer
5482,1577,Under Review,2024-08-18 07:14:48,2024-08-27 07:14:48,membership_officer
5483,1577,Rejected,2024-08-27 07:14:48,,review_committee
5484,1578,Submitted,2022-01-27 11:37:31,2022-02-09 11:37:31,system
5485,1578,Under Review,2022-02-09 11:37:31,2022-02-15 11:37:31,membership_officer
5486,1578,Pending Payment,2022-02-15 11:37:31,2022-02-17 11:37:31,review_committee
5487,1578,Approved,2022-02-17 11:37:31,,membership_officer
5488,1579,Submitted,2023-02-06 21:24:01,2023-02-25 21:24:01,system
5489,1579,Under Review,2023-02-25 21:24:01,2023-03-23 21:24:01,system
5490,1579,Rejected,2023-03-23 21:24:01,,membership_officer
5491,1580,Submitted,2024-01-28 11:05:32,2024-02-10 11:05:32,review_committee
5492,1580,Under Review,2024-02-10 11:05:32,2024-02-20 11:05:32,system
5493,1580,Pending Payment,2024-02-20 11:05:32,2024-02-26 11:05:32,membership_officer
5494,1580,Approved,2024-02-26 11:05:32,,system
5495,1581,Submitted,2022-03-31 10:09:13,2022-04-06 10:09:13,review_committee
5496,1581,Under Review,2022-04-06 10:09:13,2022-04-09 10:09:13,membership_officer
5497,1581,Pending Payment,2022-04-09 10:09:13,2022-04-12 10:09:13,system
5498,1581,Approved,2022-04-12 10:09:13,,membership_officer
5499,1582,Submitted,2026-03-08 14:06:27,2026-04-06 14:06:27,review_committee
5500,1582,Under Review,2026-04-06 14:06:27,2026-04-27 14:06:27,review_committee
5501,1582,Pending Payment,2026-04-27 14:06:27,,membership_officer
5502,1583,Submitted,2025-11-22 18:03:34,2025-11-29 18:03:34,review_committee
5503,1583,Under Review,2025-11-29 18:03:34,2025-12-04 18:03:34,system
5504,1583,Rejected,2025-12-04 18:03:34,,system
5505,1584,Submitted,2024-06-16 22:48:36,2024-06-19 22:48:36,system
5506,1584,Under Review,2024-06-19 22:48:36,2024-07-08 22:48:36,membership_officer
5507,1584,Pending Payment,2024-07-08 22:48:36,2024-07-17 22:48:36,membership_officer
5508,1584,Approved,2024-07-17 22:48:36,,membership_officer
5509,1585,Submitted,2025-08-06 11:36:30,2025-09-01 11:36:30,review_committee
5510,1585,Under Review,2025-09-01 11:36:30,2025-09-07 11:36:30,review_committee
5511,1585,Pending Payment,2025-09-07 11:36:30,2025-09-23 11:36:30,membership_officer
5512,1585,Approved,2025-09-23 11:36:30,,membership_officer
5513,1586,Submitted,2022-04-01 14:43:04,2022-04-07 14:43:04,membership_officer
5514,1586,Under Review,2022-04-07 14:43:04,2022-04-08 14:43:04,review_committee
5515,1586,Rejected,2022-04-08 14:43:04,,membership_officer
5516,1587,Submitted,2021-12-07 05:32:17,2021-12-22 05:32:17,review_committee
5517,1587,Under Review,2021-12-22 05:32:17,2021-12-24 05:32:17,review_committee
5518,1587,Pending Payment,2021-12-24 05:32:17,2022-01-12 05:32:17,system
5519,1587,Approved,2022-01-12 05:32:17,,system
5520,1588,Submitted,2022-01-08 00:00:17,2022-02-05 00:00:17,membership_officer
5521,1588,Under Review,2022-02-05 00:00:17,,system
5522,1589,Submitted,2023-01-24 14:36:44,2023-02-16 14:36:44,system
5523,1589,Under Review,2023-02-16 14:36:44,2023-03-09 14:36:44,review_committee
5524,1589,Pending Payment,2023-03-09 14:36:44,2023-03-10 14:36:44,system
5525,1589,Approved,2023-03-10 14:36:44,,membership_officer
5526,1590,Submitted,2026-04-21 11:36:48,2026-05-08 11:36:48,membership_officer
5527,1590,Under Review,2026-05-08 11:36:48,2026-05-21 11:36:48,membership_officer
5528,1590,Pending Payment,2026-05-21 11:36:48,2026-05-25 11:36:48,system
5529,1590,Approved,2026-05-25 11:36:48,,system
5530,1591,Submitted,2024-04-06 01:53:18,2024-04-14 01:53:18,system
5531,1591,Under Review,2024-04-14 01:53:18,2024-05-06 01:53:18,membership_officer
5532,1591,Pending Payment,2024-05-06 01:53:18,,review_committee
5533,1592,Submitted,2022-11-24 18:16:41,2022-12-20 18:16:41,system
5534,1592,Under Review,2022-12-20 18:16:41,2022-12-27 18:16:41,system
5535,1592,Pending Payment,2022-12-27 18:16:41,2023-01-10 18:16:41,review_committee
5536,1592,Approved,2023-01-10 18:16:41,,system
5537,1593,Submitted,2024-02-07 09:06:11,2024-02-13 09:06:11,review_committee
5538,1593,Under Review,2024-02-13 09:06:11,2024-02-23 09:06:11,review_committee
5539,1593,Pending Payment,2024-02-23 09:06:11,2024-03-01 09:06:11,membership_officer
5540,1593,Approved,2024-03-01 09:06:11,,system
5541,1594,Submitted,2025-09-04 06:42:47,2025-09-09 06:42:47,system
5542,1594,Under Review,2025-09-09 06:42:47,2025-09-29 06:42:47,system
5543,1594,Pending Payment,2025-09-29 06:42:47,2025-10-28 06:42:47,review_committee
5544,1594,Approved,2025-10-28 06:42:47,,membership_officer
5545,1595,Submitted,2024-04-23 16:38:04,2024-05-20 16:38:04,membership_officer
5546,1595,Under Review,2024-05-20 16:38:04,2024-05-25 16:38:04,review_committee
5547,1595,Pending Payment,2024-05-25 16:38:04,2024-05-30 16:38:04,review_committee
5548,1595,Approved,2024-05-30 16:38:04,,system
5549,1596,Submitted,2025-03-19 13:22:49,2025-04-18 13:22:49,membership_officer
5550,1596,Under Review,2025-04-18 13:22:49,2025-05-01 13:22:49,membership_officer
5551,1596,Pending Payment,2025-05-01 13:22:49,2025-05-18 13:22:49,membership_officer
5552,1596,Approved,2025-05-18 13:22:49,,system
5553,1597,Submitted,2024-04-18 23:42:34,2024-05-05 23:42:34,membership_officer
5554,1597,Under Review,2024-05-05 23:42:34,2024-05-06 23:42:34,membership_officer
5555,1597,Pending Payment,2024-05-06 23:42:34,2024-05-20 23:42:34,system
5556,1597,Approved,2024-05-20 23:42:34,,review_committee
5557,1598,Submitted,2024-04-05 20:04:38,2024-04-25 20:04:38,system
5558,1598,Under Review,2024-04-25 20:04:38,2024-05-16 20:04:38,review_committee
5559,1598,Pending Payment,2024-05-16 20:04:38,2024-05-26 20:04:38,membership_officer
5560,1598,Approved,2024-05-26 20:04:38,,membership_officer
5561,1599,Submitted,2022-04-27 11:16:38,2022-04-28 11:16:38,system
5562,1599,Under Review,2022-04-28 11:16:38,2022-05-03 11:16:38,review_committee
5563,1599,Pending Payment,2022-05-03 11:16:38,2022-05-17 11:16:38,membership_officer
5564,1599,Approved,2022-05-17 11:16:38,,review_committee
5565,1600,Submitted,2021-10-20 06:17:47,2021-11-09 06:17:47,review_committee
5566,1600,Under Review,2021-11-09 06:17:47,2021-12-05 06:17:47,review_committee
5567,1600,Rejected,2021-12-05 06:17:47,,review_committee
5568,1601,Submitted,2025-06-10 20:10:53,2025-06-16 20:10:53,review_committee
5569,1601,Under Review,2025-06-16 20:10:53,2025-07-16 20:10:53,system
5570,1601,Pending Payment,2025-07-16 20:10:53,2025-07-25 20:10:53,review_committee
5571,1601,Approved,2025-07-25 20:10:53,,membership_officer
5572,1602,Submitted,2024-08-24 15:05:31,2024-08-31 15:05:31,membership_officer
5573,1602,Withdrawn,2024-08-31 15:05:31,,review_committee
5574,1603,Submitted,2021-12-31 09:59:45,2022-01-13 09:59:45,membership_officer
5575,1603,Under Review,2022-01-13 09:59:45,2022-01-30 09:59:45,system
5576,1603,Rejected,2022-01-30 09:59:45,,system
5577,1604,Submitted,2024-10-12 06:39:14,2024-10-22 06:39:14,membership_officer
5578,1604,Under Review,2024-10-22 06:39:14,2024-11-16 06:39:14,membership_officer
5579,1604,Pending Payment,2024-11-16 06:39:14,2024-11-27 06:39:14,review_committee
5580,1604,Approved,2024-11-27 06:39:14,,membership_officer
5581,1605,Submitted,2022-11-13 16:53:36,2022-11-25 16:53:36,system
5582,1605,Under Review,2022-11-25 16:53:36,,system
5583,1606,Submitted,2024-06-11 05:35:53,2024-06-12 05:35:53,system
5584,1606,Withdrawn,2024-06-12 05:35:53,,system
5585,1607,Submitted,2025-10-31 01:42:31,2025-11-08 01:42:31,review_committee
5586,1607,Under Review,2025-11-08 01:42:31,2025-11-25 01:42:31,system
5587,1607,Pending Payment,2025-11-25 01:42:31,2025-12-02 01:42:31,review_committee
5588,1607,Approved,2025-12-02 01:42:31,,membership_officer
5589,1608,Submitted,2025-06-24 19:19:22,2025-07-15 19:19:22,membership_officer
5590,1608,Under Review,2025-07-15 19:19:22,2025-07-19 19:19:22,review_committee
5591,1608,Rejected,2025-07-19 19:19:22,,review_committee
5592,1609,Submitted,2024-11-12 05:57:04,2024-12-07 05:57:04,review_committee
5593,1609,Under Review,2024-12-07 05:57:04,2024-12-26 05:57:04,membership_officer
5594,1609,Pending Payment,2024-12-26 05:57:04,2025-01-18 05:57:04,membership_officer
5595,1609,Approved,2025-01-18 05:57:04,,membership_officer
5596,1610,Submitted,2025-05-25 12:10:18,2025-06-09 12:10:18,review_committee
5597,1610,Under Review,2025-06-09 12:10:18,2025-07-03 12:10:18,system
5598,1610,Rejected,2025-07-03 12:10:18,,membership_officer
5599,1611,Submitted,2022-03-29 12:20:29,2022-04-27 12:20:29,membership_officer
5600,1611,Under Review,2022-04-27 12:20:29,2022-04-29 12:20:29,membership_officer
5601,1611,Pending Payment,2022-04-29 12:20:29,2022-05-19 12:20:29,review_committee
5602,1611,Approved,2022-05-19 12:20:29,,review_committee
5603,1612,Submitted,2023-01-07 16:52:05,2023-01-13 16:52:05,system
5604,1612,Under Review,2023-01-13 16:52:05,2023-02-09 16:52:05,system
5605,1612,Pending Payment,2023-02-09 16:52:05,2023-02-23 16:52:05,membership_officer
5606,1612,Approved,2023-02-23 16:52:05,,membership_officer
5607,1613,Submitted,2025-12-25 07:03:05,2026-01-20 07:03:05,review_committee
5608,1613,Under Review,2026-01-20 07:03:05,2026-02-08 07:03:05,review_committee
5609,1613,Pending Payment,2026-02-08 07:03:05,2026-02-26 07:03:05,membership_officer
5610,1613,Approved,2026-02-26 07:03:05,,system
5611,1614,Submitted,2026-05-07 01:07:44,2026-05-27 01:07:44,review_committee
5612,1614,Under Review,2026-05-27 01:07:44,2026-06-24 01:07:44,system
5613,1614,Rejected,2026-06-24 01:07:44,,review_committee
5614,1615,Submitted,2023-01-01 21:29:00,,system
5615,1616,Submitted,2022-05-03 09:07:14,2022-05-11 09:07:14,system
5616,1616,Under Review,2022-05-11 09:07:14,2022-05-27 09:07:14,review_committee
5617,1616,Pending Payment,2022-05-27 09:07:14,2022-06-10 09:07:14,membership_officer
5618,1616,Approved,2022-06-10 09:07:14,,review_committee
5619,1617,Submitted,2024-05-07 18:31:26,2024-05-24 18:31:26,membership_officer
5620,1617,Under Review,2024-05-24 18:31:26,2024-06-20 18:31:26,system
5621,1617,Pending Payment,2024-06-20 18:31:26,2024-07-07 18:31:26,membership_officer
5622,1617,Approved,2024-07-07 18:31:26,,system
5623,1618,Submitted,2022-07-30 10:57:21,2022-08-07 10:57:21,system
5624,1618,Under Review,2022-08-07 10:57:21,2022-08-26 10:57:21,review_committee
5625,1618,Pending Payment,2022-08-26 10:57:21,2022-09-22 10:57:21,review_committee
5626,1618,Approved,2022-09-22 10:57:21,,system
5627,1619,Submitted,2021-06-29 02:32:50,2021-07-19 02:32:50,membership_officer
5628,1619,Under Review,2021-07-19 02:32:50,2021-08-11 02:32:50,review_committee
5629,1619,Pending Payment,2021-08-11 02:32:50,,review_committee
5630,1620,Submitted,2022-04-23 03:45:16,2022-05-23 03:45:16,review_committee
5631,1620,Under Review,2022-05-23 03:45:16,2022-06-01 03:45:16,review_committee
5632,1620,Pending Payment,2022-06-01 03:45:16,,membership_officer
5633,1621,Submitted,2024-07-14 16:33:26,2024-08-09 16:33:26,system
5634,1621,Under Review,2024-08-09 16:33:26,2024-09-08 16:33:26,review_committee
5635,1621,Pending Payment,2024-09-08 16:33:26,,membership_officer
5636,1622,Submitted,2021-09-17 06:47:16,2021-09-22 06:47:16,system
5637,1622,Under Review,2021-09-22 06:47:16,2021-10-05 06:47:16,membership_officer
5638,1622,Pending Payment,2021-10-05 06:47:16,2021-10-13 06:47:16,system
5639,1622,Approved,2021-10-13 06:47:16,,membership_officer
5640,1623,Submitted,2021-12-09 11:08:45,2021-12-12 11:08:45,review_committee
5641,1623,Under Review,2021-12-12 11:08:45,2021-12-30 11:08:45,review_committee
5642,1623,Pending Payment,2021-12-30 11:08:45,2022-01-15 11:08:45,system
5643,1623,Approved,2022-01-15 11:08:45,,review_committee
5644,1624,Submitted,2025-09-09 17:35:53,2025-09-19 17:35:53,review_committee
5645,1624,Under Review,2025-09-19 17:35:53,2025-10-13 17:35:53,membership_officer
5646,1624,Pending Payment,2025-10-13 17:35:53,2025-10-28 17:35:53,membership_officer
5647,1624,Approved,2025-10-28 17:35:53,,review_committee
5648,1625,Submitted,2022-03-17 12:17:43,2022-04-14 12:17:43,review_committee
5649,1625,Under Review,2022-04-14 12:17:43,2022-04-16 12:17:43,system
5650,1625,Pending Payment,2022-04-16 12:17:43,2022-05-04 12:17:43,membership_officer
5651,1625,Approved,2022-05-04 12:17:43,,system
5652,1626,Submitted,2023-11-16 12:59:34,2023-12-03 12:59:34,system
5653,1626,Under Review,2023-12-03 12:59:34,2023-12-19 12:59:34,membership_officer
5654,1626,Pending Payment,2023-12-19 12:59:34,2023-12-20 12:59:34,review_committee
5655,1626,Approved,2023-12-20 12:59:34,,system
5656,1627,Submitted,2021-07-18 19:23:47,2021-08-06 19:23:47,membership_officer
5657,1627,Under Review,2021-08-06 19:23:47,,review_committee
5658,1628,Submitted,2024-07-27 15:32:51,2024-08-17 15:32:51,system
5659,1628,Under Review,2024-08-17 15:32:51,2024-09-16 15:32:51,review_committee
5660,1628,Pending Payment,2024-09-16 15:32:51,,membership_officer
5661,1629,Submitted,2024-02-07 23:51:37,2024-03-08 23:51:37,review_committee
5662,1629,Under Review,2024-03-08 23:51:37,2024-03-24 23:51:37,membership_officer
5663,1629,Pending Payment,2024-03-24 23:51:37,2024-04-23 23:51:37,membership_officer
5664,1629,Approved,2024-04-23 23:51:37,,membership_officer
5665,1630,Submitted,2025-02-05 05:21:34,2025-02-09 05:21:34,review_committee
5666,1630,Under Review,2025-02-09 05:21:34,2025-03-01 05:21:34,membership_officer
5667,1630,Pending Payment,2025-03-01 05:21:34,2025-03-21 05:21:34,membership_officer
5668,1630,Approved,2025-03-21 05:21:34,,review_committee
5669,1631,Submitted,2023-08-14 09:43:07,2023-09-07 09:43:07,membership_officer
5670,1631,Under Review,2023-09-07 09:43:07,2023-09-27 09:43:07,system
5671,1631,Rejected,2023-09-27 09:43:07,,system
5672,1632,Submitted,2022-06-28 11:05:39,2022-07-01 11:05:39,review_committee
5673,1632,Under Review,2022-07-01 11:05:39,2022-07-11 11:05:39,membership_officer
5674,1632,Pending Payment,2022-07-11 11:05:39,2022-07-14 11:05:39,system
5675,1632,Approved,2022-07-14 11:05:39,,review_committee
5676,1633,Submitted,2024-12-28 02:01:52,2025-01-23 02:01:52,system
5677,1633,Under Review,2025-01-23 02:01:52,2025-02-13 02:01:52,review_committee
5678,1633,Pending Payment,2025-02-13 02:01:52,2025-02-28 02:01:52,review_committee
5679,1633,Approved,2025-02-28 02:01:52,,system
5680,1634,Submitted,2022-03-31 19:49:30,2022-04-01 19:49:30,review_committee
5681,1634,Under Review,2022-04-01 19:49:30,2022-05-01 19:49:30,review_committee
5682,1634,Rejected,2022-05-01 19:49:30,,review_committee
5683,1635,Submitted,2025-11-17 01:39:06,2025-12-04 01:39:06,system
5684,1635,Under Review,2025-12-04 01:39:06,2025-12-11 01:39:06,system
5685,1635,Pending Payment,2025-12-11 01:39:06,2026-01-07 01:39:06,membership_officer
5686,1635,Approved,2026-01-07 01:39:06,,system
5687,1636,Submitted,2022-05-27 08:59:04,2022-06-10 08:59:04,membership_officer
5688,1636,Under Review,2022-06-10 08:59:04,2022-07-02 08:59:04,review_committee
5689,1636,Pending Payment,2022-07-02 08:59:04,2022-07-22 08:59:04,membership_officer
5690,1636,Approved,2022-07-22 08:59:04,,review_committee
5691,1637,Submitted,2024-12-15 16:49:16,2024-12-30 16:49:16,membership_officer
5692,1637,Under Review,2024-12-30 16:49:16,2025-01-01 16:49:16,system
5693,1637,Pending Payment,2025-01-01 16:49:16,2025-01-29 16:49:16,system
5694,1637,Approved,2025-01-29 16:49:16,,system
5695,1638,Submitted,2024-04-22 04:28:46,2024-05-16 04:28:46,membership_officer
5696,1638,Under Review,2024-05-16 04:28:46,2024-06-10 04:28:46,membership_officer
