company_id,company_name,industry,city,country,phone_number,website,email,created_at
167,Hnos Palma S.L.,Healthcare,Puerto Plata,Dominican Republic,+34881077848,https://www.mineria.org/,brunocortina@manolo.es,2023-01-24 19:04:59
168,Hermanos Haro S.Com.,Healthcare,Puerto Plata,Dominican Republic,+34818638782,https://montserrat.com/,castillagaspar@grupo.com,2021-10-04 05:06:09
169,Trillo y Zaragoza S.L.,Retail,Santo Domingo,Dominican Republic,+34882053910,http://talleres.com/,benigna01@comercializadora.net,2026-01-04 04:09:54
170,Falcó y Ferrando S.Coop.,Construction,San Francisco de Macorís,Dominican Republic,+34 881 92 88 61,https://calvet.es/,gema28@pastor.es,2025-02-24 03:37:02
171,Hernandez & Asociados S.Com.,Consulting,San Francisco de Macorís,Dominican Republic,+34 882 57 76 00,https://www.inversiones.net/,robertamiranda@hermanos.com,2022-04-16 07:12:06
172,Hnos Pagès S.A.,Consulting,Santiago,Dominican Republic,+34 884593344,http://comercializadora.com/,mbustos@banco.es,2024-06-12 08:12:00
173,Riera y Carreño S.L.N.E,Consulting,San Francisco de Macorís,Dominican Republic,+34877906048,http://logistica.com/,pozovictor-manuel@hotel.com,2026-02-24 09:50:58
174,Jáuregui y Blázquez S.Com.,Healthcare,Punta Cana,Dominican Republic,+34 962 278 376,http://www.comercializadora.es/,capdevilahilda@roda.es,2024-06-01 18:16:59
175,Hermanos Dominguez S.L.U.,Consulting,Punta Cana,Dominican Republic,+34 971 92 70 33,https://www.consultoria.com/,joaquina14@adriana.net,2023-03-22 13:10:26
176,Tecnologías Cid & Asociados S.Com.,Technology,Puerto Plata,Dominican Republic,+34985 04 20 43,https://www.fatima.org/,rosaura10@restauracion.com,2024-03-03 10:44:45
177,Roxana Borja Estrada S.A.D,Healthcare,Santo Domingo,Dominican Republic,+34 974 800 384,https://crespo.es/,eufemia43@comercial.com,2026-03-17 11:55:14
178,Hotel Cordero y asociados S.L.N.E,Consulting,San Pedro de Macorís,Dominican Republic,+34 843 16 89 36,http://www.miguel.com/,fortunatachacon@desarrollo.com,2025-02-22 12:33:42
179,Distribuciones Moll S.A.,Consulting,Santo Domingo,Dominican Republic,+34986 12 52 05,https://supermercados.com/,gilamo@hotel.es,2022-03-01 06:45:40
180,Eloy Vallés Somoza S.L.,Construction,Santo Domingo,Dominican Republic,+34932677223,http://www.alcolea.net/,maritafuente@farmaceutica.net,2025-02-14 17:30:22
181,Arnaiz y Pintor S.L.,Consulting,Punta Cana,Dominican Republic,+34 944999880,http://pascuala.es/,ponceascension@grupo.org,2023-12-02 15:58:51
182,Flavio Rocamora Mariscal S.Coop.,Legal Services,Santo Domingo,Dominican Republic,+34 807827718,http://www.servicios.com/,wilfredofranch@cipriano.com,2022-07-16 04:46:06
183,Consultoría XSBT S.L.,Healthcare,La Romana,Dominican Republic,+34 983926860,http://distribuciones.com/,tmena@luis.net,2021-07-08 08:04:32
184,Alimentación Segarra y asociados S.L.L.,Manufacturing,San Francisco de Macorís,Dominican Republic,+34988097339,https://sala.com/,sofialobo@comercial.es,2021-10-19 10:45:50
185,Banco Martín S.Com.,Finance,Puerto Plata,Dominican Republic,+34823 01 62 24,http://araujo.es/,tomasa61@baron.com,2023-10-27 22:46:24
186,Águila y asociados S.Coop.,Finance,Puerto Plata,Dominican Republic,+34874901981,https://moliner.es/,encarnacionvalderrama@america.net,2021-07-02 06:31:32
187,Banca Privada GGS S.L.,Technology,Punta Cana,Dominican Republic,+34947605583,http://www.infraestructuras.es/,carbonellitziar@noguera.com,2022-12-25 00:29:53
188,Manufacturas Internacionales S.L.N.E,Finance,Punta Cana,Dominican Republic,+34977702727,https://barba.es/,galindocrescencia@otero.org,2021-10-02 05:05:01
189,Perez & Asociados S.Coop.,Construction,Santiago,Dominican Republic,+34 943 29 14 50,https://transportes.org/,daniperello@grupo.com,2025-08-04 22:37:11
190,Finanzas Nieto S.L.N.E,Construction,San Pedro de Macorís,Dominican Republic,+34 985 45 21 82,http://www.roldan.com/,minguezadelia@familia.org,2021-09-05 04:53:36
191,Fábrica Montesinos & Asociados S.A.,Technology,Santo Domingo,Dominican Republic,+34 886857142,http://alimentacion.org/,francisco-javierbelda@manufacturas.es,2021-12-01 02:55:01
192,Restauración EU S.L.,Finance,La Romana,Dominican Republic,+34 972 954 538,http://compania.org/,ososa@despacho.es,2023-01-18 00:26:23
193,Morcillo y asociados S.Coop.,Consulting,Santo Domingo,Dominican Republic,+34 820 715 772,https://construccion.com/,cayetana14@salvador.com,2025-08-04 01:06:18
194,Batalla y Niño S.A.D,Retail,San Francisco de Macorís,Dominican Republic,+34956 958 321,https://www.maximo.es/,campsisidora@moran.com,2022-04-04 15:16:27
195,Desarrollo Avanzadas S.L.,Technology,La Romana,Dominican Republic,+34 845 78 46 99,https://www.logistica.org/,focana@hnos.com,2024-08-17 11:53:53
196,Familia Palomar S.A.,Manufacturing,Santiago,Dominican Republic,+34 887 036 965,https://rozas.es/,godofredoplanas@rincon.com,2022-08-18 13:05:46
197,Familia Alcázar S.A.,Construction,La Romana,Dominican Republic,+34 979 621 267,https://www.araceli.net/,teobaldoaguilera@rebeca.es,2021-10-09 07:44:30
198,Hnos Pedrosa S.A.,Finance,San Pedro de Macorís,Dominican Republic,+34 978128478,http://www.tecnologias.org/,nunezbienvenida@hnos.es,2026-05-15 14:35:54
199,Robledo y asociados S.L.N.E,Construction,Puerto Plata,Dominican Republic,+34 900420949,https://www.cristina.org/,madridamada@desarrollo.org,2021-08-10 11:41:48
200,Farmaceútica MITJ S.L.,Education,San Pedro de Macorís,Dominican Republic,+34 879728051,http://www.marina.es/,humbertoochoa@hermanos.es,2024-11-17 05:12:40
201,Marcial Tamayo Guillen S.Com.,Retail,La Romana,Dominican Republic,+34943 742 860,https://moles.es/,vllamas@inmobiliaria.es,2025-05-29 23:23:33
202,Finanzas Internacionales S.L.,Technology,Santiago,Dominican Republic,+34855800106,http://www.pascual.com/,brionesbaudelio@consultoria.com,2024-09-07 10:08:12
203,Consultoría Espinosa S.C.P,Legal Services,Punta Cana,Dominican Republic,+34975174654,http://www.comercial.com/,odalis42@buenaventura.com,2025-09-03 03:05:43
204,Despacho NLHV S.L.,Consulting,La Romana,Dominican Republic,+34826 011 947,http://alimentacion.org/,juanamurcia@acevedo.es,2025-07-21 21:18:13
205,Quintero y Becerra S.Coop.,Legal Services,Puerto Plata,Dominican Republic,+34667 198 554,https://www.promociones.net/,casandraariza@feijoo.com,2024-07-17 13:05:40
206,Cesar Río Falcó S.A.,Legal Services,Santiago,Dominican Republic,+34871 09 37 61,https://alcides.com/,ncarrasco@irene.com,2022-09-10 06:23:41
207,Francisca Aliaga Soto S.L.N.E,Legal Services,Puerto Plata,Dominican Republic,+34803320204,http://comercializadora.net/,francoteodosio@quesada.com,2024-03-22 12:07:25
208,Banco Iberia S.Com.,Construction,San Pedro de Macorís,Dominican Republic,+34834 262 582,https://www.grupo.es/,alcidestorrens@alimentacion.org,2025-01-10 12:25:25
209,Jesusa Castañeda Fábregas S.A.,Healthcare,La Romana,Dominican Republic,+34 885876329,http://www.emma.com/,gregoriocarpio@promociones.com,2022-10-03 23:06:02
210,Anastasia Egea Cuesta S.L.,Manufacturing,San Pedro de Macorís,Dominican Republic,+34 803 05 43 64,https://familia.com/,mireiaandres@aranzazu.es,2024-04-05 02:54:04
211,Flor y Moreno S.A.T.,Finance,San Pedro de Macorís,Dominican Republic,+34827531363,https://www.tecnologias.es/,elias73@lerma.com,2026-04-29 03:26:31
212,Hermanos Cerezo S.A.,Legal Services,Punta Cana,Dominican Republic,+34 975 76 25 34,http://www.compania.es/,domitilasaenz@leon.net,2023-08-06 08:17:44
213,Rovira & Asociados S.L.N.E,Technology,Punta Cana,Dominican Republic,+34 845 90 60 07,http://tello.net/,alberolajimena@gibert.net,2022-04-05 05:55:35
214,Hnos Mayol S.A.,Technology,Punta Cana,Dominican Republic,+34 974 99 07 72,https://www.simo.com/,hmendez@hermanos.net,2022-03-05 21:23:14
215,Ballesteros y asociados S.L.N.E,Education,La Romana,Dominican Republic,+34827 65 79 05,https://www.fabrica.es/,marisagomis@osorio.es,2023-11-05 10:05:53
216,Familia Peralta S.Com.,Finance,Santo Domingo,Dominican Republic,+34978 88 17 88,https://bastida.es/,bernatrosendo@instalaciones.org,2022-06-10 09:48:06
217,Transportes Contreras S.L.N.E,Legal Services,San Pedro de Macorís,Dominican Republic,+34984 04 68 27,https://malena.com/,perlitavizcaino@requena.es,2025-08-15 18:29:43
218,Zacarías Mateu Catalán S.L.N.E,Healthcare,La Romana,Dominican Republic,+34 902243754,http://www.luis.com/,german22@industrias.es,2026-05-17 08:20:44
219,Supermercados Juliá S.Com.,Technology,Santo Domingo,Dominican Republic,+34 874 805 525,https://www.consultoria.com/,jmontero@hermanos.org,2026-05-14 20:52:23
220,Supermercados Nevado S.L.,Manufacturing,Santo Domingo,Dominican Republic,+34977028140,https://www.pepe.net/,merchelobo@banca.es,2022-03-25 19:56:25
221,Ferreras y Trujillo S.Com.,Education,Santiago,Dominican Republic,+34 983056265,https://hermanos.es/,garrigaluisa@manuela.es,2025-01-04 05:10:16
222,Compañía Cobo S.A.D,Healthcare,Santo Domingo,Dominican Republic,+34 977 851 961,http://soluciones.com/,gilbertopizarro@transportes.org,2025-09-09 11:26:46
223,Jacobo Amor Acedo S.A.,Finance,La Romana,Dominican Republic,+34 901714627,http://www.inmobiliaria.es/,eusebia71@vila.com,2021-12-26 03:29:43
224,Logística Serra S.L.N.E,Manufacturing,Santo Domingo,Dominican Republic,+34 843 520 456,https://www.instalaciones.com/,diegocandelaria@molina.es,2022-04-21 02:30:02
225,Cobo & Asociados S.A.,Healthcare,La Romana,Dominican Republic,+34 887 576 521,http://www.finanzas.com/,castroagueda@hnos.es,2022-09-02 06:16:38
226,Tania Zabala Nogués S.A.,Finance,San Pedro de Macorís,Dominican Republic,+34901 01 32 23,https://www.desarrollo.com/,alfonsomatilde@marita.com,2025-11-08 16:25:38
227,Hnos Carrera S.L.N.E,Healthcare,La Romana,Dominican Republic,+34 803 14 01 19,http://www.mineria.org/,pastor28@comercializadora.com,2025-12-26 09:43:07
228,Finanzas Inteligentes S.A.,Manufacturing,San Pedro de Macorís,Dominican Republic,+34987013875,http://farmaceutica.es/,solanodamian@transportes.com,2022-03-09 21:29:42
229,Uribe & Asociados S.Com.,Construction,San Francisco de Macorís,Dominican Republic,+34973 94 73 86,https://comercializadora.es/,alberttur@servicios.com,2022-12-03 13:33:31
230,Promociones RE S.L.U.,Consulting,San Pedro de Macorís,Dominican Republic,+34833 67 49 94,https://griselda.com/,hcampoy@transportes.com,2021-09-27 16:59:24
231,Comercial ZB S.A.,Retail,Punta Cana,Dominican Republic,+34921249911,https://instalaciones.org/,nydia88@familia.com,2024-10-01 06:09:38
232,Maxi Peñalver Salas S.Coop.,Retail,San Francisco de Macorís,Dominican Republic,+34742 842 762,https://maria.es/,gcrespi@hnos.es,2024-06-27 08:37:01
233,Logística Barriga & Asociados S.Coop.,Healthcare,La Romana,Dominican Republic,+34841 55 90 56,http://palau.net/,joelmiguel@comercializadora.es,2026-04-27 05:28:38
234,Lasa y Almagro S.L.,Legal Services,La Romana,Dominican Republic,+34725696591,https://www.manufacturas.es/,encarnacionmari@ruano.com,2026-01-17 03:19:29
235,Instalaciones Integrales S.A.,Retail,Punta Cana,Dominican Republic,+34945 391 919,https://tecnologias.org/,mmillan@quesada.es,2026-02-22 13:51:44
236,Banca Privada Villalonga S.L.L.,Legal Services,La Romana,Dominican Republic,+34 981374896,http://www.sevillano.org/,ureguera@fabrica.net,2024-12-09 08:12:07
237,Consultoría Globales S.A.,Retail,Santiago,Dominican Republic,+34880 47 78 66,http://www.inmobiliaria.org/,fidelaarnal@micaela.com,2024-02-27 15:04:48
238,Comercializadora Ramírez y asociados S.L.,Finance,Puerto Plata,Dominican Republic,+34 824 62 31 98,http://soledad.es/,pepita96@suministros.com,2023-04-23 13:44:27
239,Supermercados Real y asociados S.L.L.,Healthcare,San Pedro de Macorís,Dominican Republic,+34807 785 158,https://inmobiliaria.es/,alfonso90@grupo.org,2024-07-28 17:04:50
240,Industrias UVU S.L.N.E,Retail,Santiago,Dominican Republic,+34882 413 432,https://aragon.es/,vrey@cabrera.com,2024-06-24 12:57:16
241,Morillo y Santana S.L.,Finance,Santo Domingo,Dominican Republic,+34806 27 20 63,https://consultoria.com/,cmontenegro@samanta.es,2023-11-19 20:58:33
242,Compañía del Noroeste S.Com.,Legal Services,Puerto Plata,Dominican Republic,+34 944 693 008,http://www.heliodoro.es/,eustaquio15@consultoria.es,2025-05-06 23:33:15
243,Diego Gomez Frutos S.A.,Retail,San Francisco de Macorís,Dominican Republic,+34 884 47 62 63,http://soluciones.com/,manriquejuan-francisco@supermercados.es,2022-03-20 17:46:59
244,Hnos Cañas S.L.N.E,Technology,Santo Domingo,Dominican Republic,+34944 36 69 41,http://www.hermanos.es/,adadiajose-luis@mate.com,2026-03-31 20:29:27
245,Grupo Juliá S.A.,Consulting,Santiago,Dominican Republic,+34 980 572 158,https://www.consultoria.es/,mariana56@infraestructuras.com,2024-03-03 17:13:44
246,María Cristina Corbacho Sacristán S.A.,Legal Services,Santo Domingo,Dominican Republic,+34 845 03 20 74,http://carmona.es/,fseco@despacho.com,2025-10-24 22:52:50
247,Fábrica Acosta & Asociados S.Com.,Retail,Santo Domingo,Dominican Republic,+34 822 371 504,http://camino.com/,dtena@alimentacion.es,2024-04-01 20:05:49
248,Fábrica Atienza S.L.,Consulting,Puerto Plata,Dominican Republic,+34 887501896,http://farmaceutica.net/,romanquevedo@despacho.es,2024-02-15 19:28:23
249,Minería Báez S.L.L.,Technology,San Francisco de Macorís,Dominican Republic,+34 983 37 76 74,https://www.pedrosa.es/,arjonaarmida@silva.com,2025-09-13 06:32:52
250,Instalaciones WVY S.A.,Education,San Pedro de Macorís,Dominican Republic,+34841438649,http://www.familia.com/,wisern@compania.es,2023-01-06 05:01:32
251,Servicios Arrieta S.A.,Construction,Puerto Plata,Dominican Republic,+34900597794,https://www.farmaceutica.org/,rourabienvenida@familia.com,2025-07-18 17:16:48
252,Jesusa Quirós Torrecilla S.Com.,Construction,Puerto Plata,Dominican Republic,+34927 641 220,http://www.grupo.com/,tristanfarre@inversiones.es,2025-08-12 08:21:27
253,Alex Sancho Herrera S.A.D,Manufacturing,La Romana,Dominican Republic,+34943 05 01 66,https://hnos.es/,lidiabarrera@hnos.org,2025-01-13 08:40:00
254,Demetrio Uría Oliver S.Coop.,Construction,San Francisco de Macorís,Dominican Republic,+34 960 24 37 57,http://www.solis.es/,ypalomino@nerea.com,2025-08-05 15:30:52
255,Farmaceútica Flores S.A.,Education,La Romana,Dominican Republic,+34979 16 74 33,http://www.julian.com/,bartolomenicolas@carbonell.net,2025-08-16 10:40:09
256,Manufacturas Padilla & Asociados S.L.,Healthcare,San Francisco de Macorís,Dominican Republic,+34884 289 107,https://www.construccion.com/,leandra78@luz.es,2022-08-29 09:42:13
257,Finanzas YNA S.L.L.,Consulting,San Pedro de Macorís,Dominican Republic,+34976 54 82 14,https://higueras.es/,emilianoromeu@recio.es,2021-09-27 19:55:42
258,Esteban Agustín Villar S.L.N.E,Retail,Punta Cana,Dominican Republic,+34 823 55 62 60,https://www.comercial.es/,umayo@nunez.com,2024-12-03 08:26:58
259,Fidela Fuertes Salamanca S.L.,Manufacturing,Santo Domingo,Dominican Republic,+34 946 341 085,https://www.fabrica.com/,anayatania@industrias.com,2021-12-30 14:31:19
260,Jover y asociados S.A.,Healthcare,La Romana,Dominican Republic,+34 841749075,http://www.martinez.com/,vvizcaino@construccion.net,2024-07-23 18:42:13
261,Clímaco Collado Roig S.L.L.,Consulting,Punta Cana,Dominican Republic,+34822 10 62 73,https://www.zorrilla.es/,daniela76@jennifer.com,2025-10-15 18:46:24
262,Transportes Seco S.A.,Technology,Punta Cana,Dominican Republic,+34983 813 770,http://soluciones.com/,peramarcos@mateos.com,2022-09-11 23:21:21
263,Atienza y Mayol S.L.N.E,Legal Services,Santo Domingo,Dominican Republic,+34875270185,http://www.teruel.es/,utalavera@desarrollo.es,2025-04-22 14:05:00
264,Logística Borrell S.L.,Consulting,Puerto Plata,Dominican Republic,+34946 63 65 80,https://distribuciones.com/,esperanzabaena@tecnologias.com,2021-08-25 07:25:01
265,Fábrica Higueras y asociados S.A.,Manufacturing,Puerto Plata,Dominican Republic,+34 987 956 907,http://escribano.es/,fjimenez@construccion.es,2022-12-05 00:26:35
266,Hermanos Escudero S.A.,Technology,San Francisco de Macorís,Dominican Republic,+34807 46 15 26,https://carrillo.net/,wverdugo@cardona.es,2026-03-11 20:20:29
267,Bastida y Tomé S.A.,Construction,Santiago,Dominican Republic,+34878 04 89 13,http://salmeron.net/,rauldieguez@suministros.es,2023-12-13 00:38:46
268,Alimentación Barrena S.L.N.E,Manufacturing,Santiago,Dominican Republic,+34 978494653,https://www.comercializadora.com/,lucianalosa@galvez.es,2024-05-26 21:22:48
269,Supermercados Llano & Asociados S.L.,Legal Services,Punta Cana,Dominican Republic,+34920 53 79 50,http://www.adalberto.es/,ybertran@banca.es,2022-12-29 20:38:12
270,Familia Sevillano S.Com.,Healthcare,La Romana,Dominican Republic,+34871 70 30 45,http://www.hotel.com/,america93@grupo.org,2026-04-30 11:58:54
271,Francisco Ferrer Echevarría S.A.,Legal Services,La Romana,Dominican Republic,+34841 12 49 38,https://www.hermanos.es/,moraledatoni@lledo.es,2025-09-14 01:22:23
272,Villar & Asociados S.L.N.E,Healthcare,Santo Domingo,Dominican Republic,+34 877046875,http://manufacturas.com/,jennyroda@industrias.com,2021-09-21 22:59:13
273,Toni Amador Múñiz S.L.L.,Legal Services,San Francisco de Macorís,Dominican Republic,+34 881173505,http://www.maria.com/,aragonesrene@bas.es,2021-12-14 13:59:43
274,Suministros Bastida & Asociados S.L.,Retail,San Pedro de Macorís,Dominican Republic,+34806 46 61 96,http://www.rodrigo.com/,florina07@fernandez.com,2023-02-18 21:35:25
275,Infraestructuras Padilla S.Com.,Retail,Santo Domingo,Dominican Republic,+34971 23 20 02,https://merino.org/,lupe50@comercial.com,2025-01-28 15:48:13
276,Ferrán & Asociados S.L.,Technology,Punta Cana,Dominican Republic,+34 873 15 37 79,https://soluciones.com/,agimenez@hotel.net,2025-07-29 23:40:44
277,Peña & Asociados S.Com.,Manufacturing,Santiago,Dominican Republic,+34 705 015 081,http://guiomar.net/,loretodavila@infraestructuras.net,2023-01-03 01:39:28
278,Banca Privada Iberia S.L.L.,Manufacturing,La Romana,Dominican Republic,+34 826026153,https://promociones.es/,carrascoernesto@finanzas.es,2024-03-11 04:50:02
279,Hidalgo y Arteaga S.L.,Finance,Santiago,Dominican Republic,+34 871842530,https://www.hugo.com/,apoloniapons@valenzuela.es,2025-12-15 22:56:59
280,Ligia Uría Sáez S.C.P,Healthcare,Punta Cana,Dominican Republic,+34 945 90 33 37,http://inversiones.com/,jose-manuel81@compania.es,2023-06-12 11:55:41
281,Hnos Vila S.Coop.,Education,La Romana,Dominican Republic,+34949776657,https://amat.org/,palomarvaleria@instalaciones.com,2024-07-20 13:51:12
282,Grupo Múgica S.A.,Finance,San Francisco de Macorís,Dominican Republic,+34 922444392,https://www.instalaciones.com/,wvila@servicios.net,2025-07-10 09:19:26
283,Talleres del Norte S.Com.,Education,Santiago,Dominican Republic,+34823 536 637,https://www.chamorro.com/,vpacheco@soluciones.es,2026-01-22 15:18:15
284,Logística Alvarado & Asociados S.L.N.E,Technology,La Romana,Dominican Republic,+34 846599996,https://www.bartolome.com/,clotilde74@distribuciones.es,2021-09-18 17:52:05
285,Finanzas Baños S.L.N.E,Consulting,Santo Domingo,Dominican Republic,+34942 43 34 81,https://www.villegas.es/,hcrespo@soluciones.es,2023-03-30 20:53:08
286,Fábrica Menendez S.Com.,Manufacturing,Santo Domingo,Dominican Republic,+34 977 299 493,https://alimentacion.es/,begonamulet@edgar.org,2025-05-15 01:19:54
287,Martorell y asociados S.Coop.,Retail,San Pedro de Macorís,Dominican Republic,+34849 63 29 67,https://www.servicios.org/,gayavioleta@sergio.com,2025-10-11 11:02:57
288,Redondo y asociados S.A.,Consulting,Punta Cana,Dominican Republic,+34 874 80 70 17,https://ferreras.org/,cerezonacho@amada.net,2025-03-18 07:41:06
289,Tecnologías Lorenzo S.L.L.,Finance,San Francisco de Macorís,Dominican Republic,+34 849 091 241,https://www.alimentacion.net/,oasenjo@restauracion.net,2024-09-03 08:10:39
290,Finanzas Española S.A.,Education,La Romana,Dominican Republic,+34730531312,http://www.vila.es/,etelvinagalan@roman.com,2024-07-09 04:54:07
291,Durán & Asociados S.Com.,Healthcare,San Pedro de Macorís,Dominican Republic,+34910 63 73 14,https://www.fabrica.com/,claudio95@canas.es,2025-08-03 06:53:27
292,Manufacturas FE S.Com.,Healthcare,Puerto Plata,Dominican Republic,+34878890309,http://suministros.com/,reinaldovalenzuela@finanzas.com,2023-07-06 23:58:47
293,Mamen Mulet Cañete S.C.P,Construction,San Francisco de Macorís,Dominican Republic,+34800864035,https://www.comercial.net/,uvazquez@supermercados.es,2022-01-30 19:05:51
294,Comercial Globales S.L.N.E,Retail,La Romana,Dominican Republic,+34 841 12 98 33,http://maria.com/,marciomachado@fabiola.es,2022-03-02 23:04:00
295,Puig y asociados S.A.,Technology,San Pedro de Macorís,Dominican Republic,+34 971689627,http://blanco.com/,jose-angelpintor@mariano.es,2022-02-05 20:51:11
296,Cerezo y asociados S.A.,Construction,San Francisco de Macorís,Dominican Republic,+34 871 00 85 76,https://plana.com/,harias@camara.org,2024-06-14 08:33:17
297,Fabiola Pedrosa Barco S.L.,Healthcare,Santiago,Dominican Republic,+34 949 33 70 50,http://isa.com/,caromaria-manuela@restauracion.es,2022-11-24 13:20:52
298,Iriarte y Matas S.Coop.,Manufacturing,Puerto Plata,Dominican Republic,+34986 69 46 11,https://www.fabrica.com/,gabellan@soluciones.com,2023-03-04 14:07:28
299,Germán Valverde Canet S.Coop.,Retail,San Francisco de Macorís,Dominican Republic,+34 875230234,https://distribuciones.es/,guitartale@hortensia.com,2021-11-04 09:54:11
