member_status_history_id,member_id,status,status_start_at,status_end_at,changed_by,change_reason
793,157,Active,2023-04-27 13:30:14,2024-02-01,system,Membership active before annual renewal
794,157,Pending Renewal,2024-02-01 00:00:00,2024-02-20,membership_officer,Renewal payment received
795,157,Active,2024-02-20 00:00:00,2025-02-01,system,Membership active before annual renewal
796,157,Pending Renewal,2025-02-01 00:00:00,2025-02-13,system,Renewal payment received
797,157,Active,2025-02-13 00:00:00,2026-02-01,system,Membership active before annual renewal
798,157,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
799,158,Active,2023-06-02 11:08:16,2024-02-01,system,Membership active before annual renewal
800,158,Pending Renewal,2024-02-01 00:00:00,2024-02-20,finance_officer,Renewal payment received
801,158,Active,2024-02-20 00:00:00,2025-02-01,system,Membership active before annual renewal
802,158,Pending Renewal,2025-02-01 00:00:00,2025-05-30,finance_officer,Renewal payment received
803,158,Active,2025-05-30 00:00:00,2026-02-01,system,Membership active before annual renewal
804,158,Pending Renewal,2026-02-01 00:00:00,2026-05-26,membership_officer,Renewal payment received
805,158,Active,2026-05-26 00:00:00,,system,Current member status
806,159,Active,2021-09-14 03:51:35,2022-02-01,system,Membership active before annual renewal
807,159,Pending Renewal,2022-02-01 00:00:00,2022-06-08,finance_officer,Renewal payment received
808,159,Active,2022-06-08 00:00:00,2023-02-01,system,Membership active before annual renewal
809,159,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
810,159,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
811,159,Cancelled,2024-08-01 00:00:00,,system,Current member status
812,160,Active,2022-11-13 16:38:22,2023-02-01,system,Membership active before annual renewal
813,160,Pending Renewal,2023-02-01 00:00:00,2023-04-27,membership_officer,Renewal payment received
814,160,Active,2023-04-27 00:00:00,2024-02-01,system,Membership active before annual renewal
815,160,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
816,160,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
817,160,Cancelled,2025-08-01 00:00:00,,system,Current member status
818,161,Active,2023-04-12 22:03:22,2024-02-01,system,Membership active before annual renewal
819,161,Pending Renewal,2024-02-01 00:00:00,2024-03-04,membership_officer,Renewal payment received
820,161,Active,2024-03-04 00:00:00,2025-02-01,system,Membership active before annual renewal
821,161,Pending Renewal,2025-02-01 00:00:00,2025-06-17,finance_officer,Renewal payment received
822,161,Active,2025-06-17 00:00:00,2026-02-01,system,Membership active before annual renewal
823,161,Pending Renewal,2026-02-01 00:00:00,2026-03-28,finance_officer,Renewal payment received
824,161,Active,2026-03-28 00:00:00,,system,Current member status
825,162,Active,2024-07-19 01:00:25,2025-02-01,system,Membership active before annual renewal
826,162,Pending Renewal,2025-02-01 00:00:00,2025-02-16,finance_officer,Renewal payment received
827,162,Active,2025-02-16 00:00:00,2026-02-01,system,Membership active before annual renewal
828,162,Pending Renewal,2026-02-01 00:00:00,2026-05-09,finance_officer,Renewal payment received
829,162,Active,2026-05-09 00:00:00,,system,Current member status
830,163,Active,2022-06-30 00:49:40,2023-02-01,system,Membership active before annual renewal
831,163,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
832,163,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
833,163,Cancelled,2024-08-01 00:00:00,,system,Current member status
834,164,Active,2023-02-22 11:02:46,2024-02-01,system,Membership active before annual renewal
835,164,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
836,164,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
837,164,Cancelled,2025-08-01 00:00:00,,system,Current member status
838,165,Active,2023-12-22 10:09:27,2024-02-01,system,Membership active before annual renewal
839,165,Pending Renewal,2024-02-01 00:00:00,2024-03-07,system,Renewal payment received
840,165,Active,2024-03-07 00:00:00,2025-02-01,system,Membership active before annual renewal
841,165,Pending Renewal,2025-02-01 00:00:00,2025-02-03,membership_officer,Renewal payment received
842,165,Active,2025-02-03 00:00:00,2026-02-01,system,Membership active before annual renewal
843,165,Pending Renewal,2026-02-01 00:00:00,2026-02-18,membership_officer,Renewal payment received
844,165,Active,2026-02-18 00:00:00,,system,Current member status
845,166,Active,2025-08-20 13:52:32,2026-02-01,system,Membership active before annual renewal
846,166,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
847,167,Active,2025-12-17 03:59:22,2026-02-01,system,Membership active before annual renewal
848,167,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
849,168,Active,2021-11-20 23:48:26,2022-02-01,system,Membership active before annual renewal
850,168,Pending Renewal,2022-02-01 00:00:00,2022-03-22,membership_officer,Renewal payment received
851,168,Active,2022-03-22 00:00:00,2023-02-01,system,Membership active before annual renewal
852,168,Pending Renewal,2023-02-01 00:00:00,2023-04-07,finance_officer,Renewal payment received
853,168,Active,2023-04-07 00:00:00,2024-02-01,system,Membership active before annual renewal
854,168,Pending Renewal,2024-02-01 00:00:00,2024-06-06,finance_officer,Renewal payment received
855,168,Active,2024-06-06 00:00:00,2025-02-01,system,Membership active before annual renewal
856,168,Pending Renewal,2025-02-01 00:00:00,2025-04-25,finance_officer,Renewal payment received
857,168,Active,2025-04-25 00:00:00,2026-02-01,system,Membership active before annual renewal
858,168,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
859,169,Active,2024-03-04 23:19:14,2025-02-01,system,Membership active before annual renewal
860,169,Pending Renewal,2025-02-01 00:00:00,2025-02-08,system,Renewal payment received
861,169,Active,2025-02-08 00:00:00,2026-02-01,system,Membership active before annual renewal
862,169,Pending Renewal,2026-02-01 00:00:00,2026-04-12,membership_officer,Renewal payment received
863,169,Active,2026-04-12 00:00:00,,system,Current member status
864,170,Active,2022-05-12 14:27:42,2023-02-01,system,Membership active before annual renewal
865,170,Pending Renewal,2023-02-01 00:00:00,2023-03-14,system,Renewal payment received
866,170,Active,2023-03-14 00:00:00,2024-02-01,system,Membership active before annual renewal
867,170,Pending Renewal,2024-02-01 00:00:00,2024-03-27,finance_officer,Renewal payment received
868,170,Active,2024-03-27 00:00:00,2025-02-01,system,Membership active before annual renewal
869,170,Pending Renewal,2025-02-01 00:00:00,2025-03-10,finance_officer,Renewal payment received
870,170,Active,2025-03-10 00:00:00,2026-02-01,system,Membership active before annual renewal
871,170,Pending Renewal,2026-02-01 00:00:00,2026-03-29,finance_officer,Renewal payment received
872,170,Active,2026-03-29 00:00:00,,system,Current member status
873,171,Active,2021-12-25 02:13:01,2022-02-01,system,Membership active before annual renewal
874,171,Pending Renewal,2022-02-01 00:00:00,2022-07-02,finance_officer,Renewal payment received
875,171,Active,2022-07-02 00:00:00,2023-02-01,system,Membership active before annual renewal
876,171,Pending Renewal,2023-02-01 00:00:00,2023-06-19,system,Renewal payment received
877,171,Active,2023-06-19 00:00:00,2024-02-01,system,Membership active before annual renewal
878,171,Pending Renewal,2024-02-01 00:00:00,2024-02-03,finance_officer,Renewal payment received
879,171,Active,2024-02-03 00:00:00,2025-02-01,system,Membership active before annual renewal
880,171,Pending Renewal,2025-02-01 00:00:00,2025-05-27,membership_officer,Renewal payment received
881,171,Active,2025-05-27 00:00:00,2026-02-01,system,Membership active before annual renewal
882,171,Pending Renewal,2026-02-01 00:00:00,2026-02-02,membership_officer,Renewal payment received
883,171,Active,2026-02-02 00:00:00,,system,Current member status
884,172,Active,2024-10-27 02:03:18,2025-02-01,system,Membership active before annual renewal
885,172,Pending Renewal,2025-02-01 00:00:00,2025-05-11,membership_officer,Renewal payment received
886,172,Active,2025-05-11 00:00:00,2026-02-01,system,Membership active before annual renewal
887,172,Pending Renewal,2026-02-01 00:00:00,2026-03-25,finance_officer,Renewal payment received
888,172,Active,2026-03-25 00:00:00,,system,Current member status
889,173,Active,2023-08-22 15:03:16,2024-02-01,system,Membership active before annual renewal
890,173,Pending Renewal,2024-02-01 00:00:00,2024-06-21,membership_officer,Renewal payment received
891,173,Active,2024-06-21 00:00:00,2025-02-01,system,Membership active before annual renewal
892,173,Pending Renewal,2025-02-01 00:00:00,2025-06-27,system,Renewal payment received
893,173,Active,2025-06-27 00:00:00,2026-02-01,system,Membership active before annual renewal
894,173,Pending Renewal,2026-02-01 00:00:00,2026-03-27,finance_officer,Renewal payment received
895,173,Active,2026-03-27 00:00:00,,system,Current member status
896,174,Active,2026-04-27 15:41:52,,system,Current member status
897,175,Active,2024-08-27 11:35:17,2025-02-01,system,Membership active before annual renewal
898,175,Pending Renewal,2025-02-01 00:00:00,2025-03-15,system,Renewal payment received
899,175,Active,2025-03-15 00:00:00,2026-02-01,system,Membership active before annual renewal
900,175,Pending Renewal,2026-02-01 00:00:00,2026-03-17,system,Renewal payment received
901,175,Active,2026-03-17 00:00:00,,system,Current member status
902,176,Active,2023-12-12 23:56:21,2024-02-01,system,Membership active before annual renewal
903,176,Pending Renewal,2024-02-01 00:00:00,2024-04-14,finance_officer,Renewal payment received
904,176,Active,2024-04-14 00:00:00,2025-02-01,system,Membership active before annual renewal
905,176,Pending Renewal,2025-02-01 00:00:00,2025-06-27,membership_officer,Renewal payment received
906,176,Active,2025-06-27 00:00:00,2026-02-01,system,Membership active before annual renewal
907,176,Pending Renewal,2026-02-01 00:00:00,2026-02-19,membership_officer,Renewal payment received
908,176,Active,2026-02-19 00:00:00,,system,Current member status
909,177,Active,2024-12-28 06:31:15,2025-02-01,system,Membership active before annual renewal
910,177,Pending Renewal,2025-02-01 00:00:00,2025-06-23,system,Renewal payment received
911,177,Active,2025-06-23 00:00:00,2026-02-01,system,Membership active before annual renewal
912,177,Pending Renewal,2026-02-01 00:00:00,2026-05-16,system,Renewal payment received
913,177,Active,2026-05-16 00:00:00,,system,Current member status
914,178,Active,2024-09-23 10:02:53,2025-02-01,system,Membership active before annual renewal
915,178,Pending Renewal,2025-02-01 00:00:00,2025-05-27,system,Renewal payment received
916,178,Active,2025-05-27 00:00:00,2026-02-01,system,Membership active before annual renewal
917,178,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
918,179,Active,2024-08-22 03:55:38,2025-02-01,system,Membership active before annual renewal
919,179,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
920,179,Inactive,2025-08-01 00:00:00,,system,Current member status
921,180,Active,2026-02-17 13:02:20,,system,Current member status
922,181,Active,2024-05-21 07:38:33,2025-02-01,system,Membership active before annual renewal
923,181,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
924,181,Inactive,2025-08-01 00:00:00,,system,Current member status
925,182,Active,2024-11-22 20:58:27,2025-02-01,system,Membership active before annual renewal
926,182,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
927,182,Inactive,2025-08-01 00:00:00,,system,Current member status
928,183,Active,2023-07-01 07:03:28,2024-02-01,system,Membership active before annual renewal
929,183,Pending Renewal,2024-02-01 00:00:00,2024-02-25,finance_officer,Renewal payment received
930,183,Active,2024-02-25 00:00:00,2025-02-01,system,Membership active before annual renewal
931,183,Pending Renewal,2025-02-01 00:00:00,2025-04-18,finance_officer,Renewal payment received
932,183,Active,2025-04-18 00:00:00,2026-02-01,system,Membership active before annual renewal
933,183,Pending Renewal,2026-02-01 00:00:00,2026-02-06,system,Renewal payment received
934,183,Active,2026-02-06 00:00:00,,system,Current member status
935,184,Active,2026-03-01 23:12:54,,system,Current member status
936,185,Active,2025-04-19 02:32:03,2026-02-01,system,Membership active before annual renewal
937,185,Pending Renewal,2026-02-01 00:00:00,2026-05-07,membership_officer,Renewal payment received
938,185,Active,2026-05-07 00:00:00,,system,Current member status
939,186,Active,2025-09-19 14:54:25,2026-02-01,system,Membership active before annual renewal
940,186,Pending Renewal,2026-02-01 00:00:00,2026-03-30,membership_officer,Renewal payment received
941,186,Active,2026-03-30 00:00:00,,system,Current member status
942,187,Active,2025-04-26 16:20:46,2026-02-01,system,Membership active before annual renewal
943,187,Pending Renewal,2026-02-01 00:00:00,2026-05-01,finance_officer,Renewal payment received
944,187,Active,2026-05-01 00:00:00,,system,Current member status
945,188,Active,2021-12-30 22:14:14,2022-02-01,system,Membership active before annual renewal
946,188,Pending Renewal,2022-02-01 00:00:00,2022-08-01,system,Renewal overdue for more than 6 months
947,188,Inactive,2022-08-01 00:00:00,2023-08-01,system,Inactive for more than 1 year
948,188,Cancelled,2023-08-01 00:00:00,,system,Current member status
949,189,Active,2024-09-28 21:02:04,2025-02-01,system,Membership active before annual renewal
950,189,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
951,189,Inactive,2025-08-01 00:00:00,,system,Current member status
952,190,Active,2023-10-07 20:53:47,2024-02-01,system,Membership active before annual renewal
953,190,Pending Renewal,2024-02-01 00:00:00,2024-04-07,system,Renewal payment received
954,190,Active,2024-04-07 00:00:00,2025-02-01,system,Membership active before annual renewal
955,190,Pending Renewal,2025-02-01 00:00:00,2025-04-24,finance_officer,Renewal payment received
956,190,Active,2025-04-24 00:00:00,2026-02-01,system,Membership active before annual renewal
957,190,Pending Renewal,2026-02-01 00:00:00,2026-03-29,system,Renewal payment received
958,190,Active,2026-03-29 00:00:00,,system,Current member status
959,191,Active,2024-12-10 14:13:47,2025-02-01,system,Membership active before annual renewal
960,191,Pending Renewal,2025-02-01 00:00:00,2025-07-12,finance_officer,Renewal payment received
961,191,Active,2025-07-12 00:00:00,2026-02-01,system,Membership active before annual renewal
962,191,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
963,192,Active,2023-02-01 02:33:50,2024-02-01,system,Membership active before annual renewal
964,192,Pending Renewal,2024-02-01 00:00:00,2024-05-19,finance_officer,Renewal payment received
965,192,Active,2024-05-19 00:00:00,2025-02-01,system,Membership active before annual renewal
966,192,Pending Renewal,2025-02-01 00:00:00,2025-07-11,finance_officer,Renewal payment received
967,192,Active,2025-07-11 00:00:00,2026-02-01,system,Membership active before annual renewal
968,192,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
969,193,Active,2026-01-29 18:43:28,,system,Current member status
970,194,Active,2021-09-18 18:16:51,2022-02-01,system,Membership active before annual renewal
971,194,Pending Renewal,2022-02-01 00:00:00,2022-02-18,membership_officer,Renewal payment received
972,194,Active,2022-02-18 00:00:00,2023-02-01,system,Membership active before annual renewal
973,194,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
974,194,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
975,194,Cancelled,2024-08-01 00:00:00,,system,Current member status
976,195,Active,2023-09-06 09:14:04,2024-02-01,system,Membership active before annual renewal
977,195,Pending Renewal,2024-02-01 00:00:00,2024-05-21,finance_officer,Renewal payment received
978,195,Active,2024-05-21 00:00:00,2025-02-01,system,Membership active before annual renewal
979,195,Pending Renewal,2025-02-01 00:00:00,2025-04-01,system,Renewal payment received
980,195,Active,2025-04-01 00:00:00,2026-02-01,system,Membership active before annual renewal
981,195,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
982,196,Active,2023-02-01 06:19:29,2024-02-01,system,Membership active before annual renewal
983,196,Pending Renewal,2024-02-01 00:00:00,2024-05-16,membership_officer,Renewal payment received
984,196,Active,2024-05-16 00:00:00,2025-02-01,system,Membership active before annual renewal
985,196,Pending Renewal,2025-02-01 00:00:00,2025-03-14,membership_officer,Renewal payment received
986,196,Active,2025-03-14 00:00:00,2026-02-01,system,Membership active before annual renewal
987,196,Pending Renewal,2026-02-01 00:00:00,2026-02-20,membership_officer,Renewal payment received
988,196,Active,2026-02-20 00:00:00,,system,Current member status
989,197,Active,2022-07-22 05:45:36,2023-02-01,system,Membership active before annual renewal
990,197,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
991,197,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
992,197,Cancelled,2024-08-01 00:00:00,,system,Current member status
993,198,Active,2023-12-20 09:41:02,2024-02-01,system,Membership active before annual renewal
994,198,Pending Renewal,2024-02-01 00:00:00,2024-07-02,finance_officer,Renewal payment received
995,198,Active,2024-07-02 00:00:00,2025-02-01,system,Membership active before annual renewal
996,198,Pending Renewal,2025-02-01 00:00:00,2025-04-08,system,Renewal payment received
997,198,Active,2025-04-08 00:00:00,2026-02-01,system,Membership active before annual renewal
998,198,Pending Renewal,2026-02-01 00:00:00,2026-05-01,membership_officer,Renewal payment received
999,198,Active,2026-05-01 00:00:00,,system,Current member status
1000,199,Active,2024-02-14 02:24:05,2025-02-01,system,Membership active before annual renewal
1001,199,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
1002,199,Inactive,2025-08-01 00:00:00,,system,Current member status
1003,200,Active,2025-05-14 23:39:03,2026-02-01,system,Membership active before annual renewal
1004,200,Pending Renewal,2026-02-01 00:00:00,2026-03-08,membership_officer,Renewal payment received
1005,200,Active,2026-03-08 00:00:00,,system,Current member status
1006,201,Active,2022-08-06 16:40:36,2023-02-01,system,Membership active before annual renewal
1007,201,Pending Renewal,2023-02-01 00:00:00,2023-02-27,finance_officer,Renewal payment received
1008,201,Active,2023-02-27 00:00:00,2024-02-01,system,Membership active before annual renewal
1009,201,Pending Renewal,2024-02-01 00:00:00,2024-05-04,finance_officer,Renewal payment received
1010,201,Active,2024-05-04 00:00:00,2025-02-01,system,Membership active before annual renewal
1011,201,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
1012,201,Inactive,2025-08-01 00:00:00,,system,Current member status
1013,202,Active,2022-10-19 15:15:31,2023-02-01,system,Membership active before annual renewal
1014,202,Pending Renewal,2023-02-01 00:00:00,2023-02-20,membership_officer,Renewal payment received
1015,202,Active,2023-02-20 00:00:00,2024-02-01,system,Membership active before annual renewal
1016,202,Pending Renewal,2024-02-01 00:00:00,2024-02-11,membership_officer,Renewal payment received
1017,202,Active,2024-02-11 00:00:00,2025-02-01,system,Membership active before annual renewal
1018,202,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
1019,202,Inactive,2025-08-01 00:00:00,,system,Current member status
1020,203,Active,2021-11-25 00:54:30,2022-02-01,system,Membership active before annual renewal
1021,203,Pending Renewal,2022-02-01 00:00:00,2022-07-12,membership_officer,Renewal payment received
1022,203,Active,2022-07-12 00:00:00,2023-02-01,system,Membership active before annual renewal
1023,203,Pending Renewal,2023-02-01 00:00:00,2023-05-30,finance_officer,Renewal payment received
1024,203,Active,2023-05-30 00:00:00,2024-02-01,system,Membership active before annual renewal
1025,203,Pending Renewal,2024-02-01 00:00:00,2024-02-07,system,Renewal payment received
1026,203,Active,2024-02-07 00:00:00,2025-02-01,system,Membership active before annual renewal
1027,203,Pending Renewal,2025-02-01 00:00:00,2025-03-02,system,Renewal payment received
1028,203,Active,2025-03-02 00:00:00,2026-02-01,system,Membership active before annual renewal
1029,203,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1030,204,Active,2021-12-07 07:43:33,2022-02-01,system,Membership active before annual renewal
1031,204,Pending Renewal,2022-02-01 00:00:00,2022-03-01,system,Renewal payment received
1032,204,Active,2022-03-01 00:00:00,2023-02-01,system,Membership active before annual renewal
1033,204,Pending Renewal,2023-02-01 00:00:00,2023-05-22,membership_officer,Renewal payment received
1034,204,Active,2023-05-22 00:00:00,2024-02-01,system,Membership active before annual renewal
1035,204,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
1036,204,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
1037,204,Cancelled,2025-08-01 00:00:00,,system,Current member status
1038,205,Active,2023-06-12 09:00:34,2024-02-01,system,Membership active before annual renewal
1039,205,Pending Renewal,2024-02-01 00:00:00,2024-04-10,system,Renewal payment received
1040,205,Active,2024-04-10 00:00:00,2025-02-01,system,Membership active before annual renewal
1041,205,Pending Renewal,2025-02-01 00:00:00,2025-03-23,finance_officer,Renewal payment received
1042,205,Active,2025-03-23 00:00:00,2026-02-01,system,Membership active before annual renewal
1043,205,Pending Renewal,2026-02-01 00:00:00,2026-05-27,system,Renewal payment received
1044,205,Active,2026-05-27 00:00:00,,system,Current member status
1045,206,Active,2023-01-26 20:35:11,2024-02-01,system,Membership active before annual renewal
1046,206,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
1047,206,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
1048,206,Cancelled,2025-08-01 00:00:00,,system,Current member status
1049,207,Active,2025-08-15 09:57:32,2026-02-01,system,Membership active before annual renewal
1050,207,Pending Renewal,2026-02-01 00:00:00,2026-02-25,system,Renewal payment received
1051,207,Active,2026-02-25 00:00:00,,system,Current member status
1052,208,Active,2023-09-25 18:53:05,2024-02-01,system,Membership active before annual renewal
1053,208,Pending Renewal,2024-02-01 00:00:00,2024-02-05,finance_officer,Renewal payment received
1054,208,Active,2024-02-05 00:00:00,2025-02-01,system,Membership active before annual renewal
1055,208,Pending Renewal,2025-02-01 00:00:00,2025-05-26,membership_officer,Renewal payment received
1056,208,Active,2025-05-26 00:00:00,2026-02-01,system,Membership active before annual renewal
1057,208,Pending Renewal,2026-02-01 00:00:00,2026-05-23,membership_officer,Renewal payment received
1058,208,Active,2026-05-23 00:00:00,,system,Current member status
1059,209,Active,2024-09-07 10:45:03,2025-02-01,system,Membership active before annual renewal
1060,209,Pending Renewal,2025-02-01 00:00:00,2025-07-10,membership_officer,Renewal payment received
1061,209,Active,2025-07-10 00:00:00,2026-02-01,system,Membership active before annual renewal
1062,209,Pending Renewal,2026-02-01 00:00:00,2026-04-06,membership_officer,Renewal payment received
1063,209,Active,2026-04-06 00:00:00,,system,Current member status
1064,210,Active,2025-04-17 21:17:53,2026-02-01,system,Membership active before annual renewal
1065,210,Pending Renewal,2026-02-01 00:00:00,2026-05-16,membership_officer,Renewal payment received
1066,210,Active,2026-05-16 00:00:00,,system,Current member status
1067,211,Active,2022-04-07 20:40:12,2023-02-01,system,Membership active before annual renewal
1068,211,Pending Renewal,2023-02-01 00:00:00,2023-07-09,finance_officer,Renewal payment received
1069,211,Active,2023-07-09 00:00:00,2024-02-01,system,Membership active before annual renewal
1070,211,Pending Renewal,2024-02-01 00:00:00,2024-07-27,system,Renewal payment received
1071,211,Active,2024-07-27 00:00:00,2025-02-01,system,Membership active before annual renewal
1072,211,Pending Renewal,2025-02-01 00:00:00,2025-04-07,finance_officer,Renewal payment received
1073,211,Active,2025-04-07 00:00:00,2026-02-01,system,Membership active before annual renewal
1074,211,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1075,212,Active,2025-07-05 18:43:14,2026-02-01,system,Membership active before annual renewal
1076,212,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1077,213,Active,2024-06-14 14:07:01,2025-02-01,system,Membership active before annual renewal
1078,213,Pending Renewal,2025-02-01 00:00:00,2025-03-29,system,Renewal payment received
1079,213,Active,2025-03-29 00:00:00,2026-02-01,system,Membership active before annual renewal
1080,213,Pending Renewal,2026-02-01 00:00:00,2026-02-08,system,Renewal payment received
1081,213,Active,2026-02-08 00:00:00,,system,Current member status
1082,214,Active,2025-10-17 21:15:43,2026-02-01,system,Membership active before annual renewal
1083,214,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1084,215,Active,2024-10-14 14:04:43,2025-02-01,system,Membership active before annual renewal
1085,215,Pending Renewal,2025-02-01 00:00:00,2025-06-23,finance_officer,Renewal payment received
1086,215,Active,2025-06-23 00:00:00,2026-02-01,system,Membership active before annual renewal
1087,215,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1088,216,Active,2023-10-15 07:49:32,2024-02-01,system,Membership active before annual renewal
1089,216,Pending Renewal,2024-02-01 00:00:00,2024-05-20,finance_officer,Renewal payment received
1090,216,Active,2024-05-20 00:00:00,2025-02-01,system,Membership active before annual renewal
1091,216,Pending Renewal,2025-02-01 00:00:00,2025-04-30,membership_officer,Renewal payment received
1092,216,Active,2025-04-30 00:00:00,2026-02-01,system,Membership active before annual renewal
1093,216,Pending Renewal,2026-02-01 00:00:00,2026-05-21,finance_officer,Renewal payment received
1094,216,Active,2026-05-21 00:00:00,,system,Current member status
1095,217,Active,2024-08-28 03:22:51,2025-02-01,system,Membership active before annual renewal
1096,217,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
1097,217,Inactive,2025-08-01 00:00:00,,system,Current member status
1098,218,Active,2023-10-18 07:28:08,2024-02-01,system,Membership active before annual renewal
1099,218,Pending Renewal,2024-02-01 00:00:00,2024-04-26,finance_officer,Renewal payment received
1100,218,Active,2024-04-26 00:00:00,2025-02-01,system,Membership active before annual renewal
1101,218,Pending Renewal,2025-02-01 00:00:00,2025-06-19,system,Renewal payment received
1102,218,Active,2025-06-19 00:00:00,2026-02-01,system,Membership active before annual renewal
1103,218,Pending Renewal,2026-02-01 00:00:00,2026-02-19,system,Renewal payment received
1104,218,Active,2026-02-19 00:00:00,,system,Current member status
1105,219,Active,2024-11-22 09:25:21,2025-02-01,system,Membership active before annual renewal
1106,219,Pending Renewal,2025-02-01 00:00:00,2025-06-29,system,Renewal payment received
1107,219,Active,2025-06-29 00:00:00,2026-02-01,system,Membership active before annual renewal
1108,219,Pending Renewal,2026-02-01 00:00:00,2026-05-08,membership_officer,Renewal payment received
1109,219,Active,2026-05-08 00:00:00,,system,Current member status
1110,220,Active,2025-03-02 12:13:22,2026-02-01,system,Membership active before annual renewal
1111,220,Pending Renewal,2026-02-01 00:00:00,2026-02-06,membership_officer,Renewal payment received
1112,220,Active,2026-02-06 00:00:00,,system,Current member status
1113,221,Active,2022-05-29 09:15:45,2023-02-01,system,Membership active before annual renewal
1114,221,Pending Renewal,2023-02-01 00:00:00,2023-03-29,system,Renewal payment received
1115,221,Active,2023-03-29 00:00:00,2024-02-01,system,Membership active before annual renewal
1116,221,Pending Renewal,2024-02-01 00:00:00,2024-02-17,system,Renewal payment received
1117,221,Active,2024-02-17 00:00:00,2025-02-01,system,Membership active before annual renewal
1118,221,Pending Renewal,2025-02-01 00:00:00,2025-04-20,system,Renewal payment received
1119,221,Active,2025-04-20 00:00:00,2026-02-01,system,Membership active before annual renewal
1120,221,Pending Renewal,2026-02-01 00:00:00,2026-04-26,system,Renewal payment received
1121,221,Active,2026-04-26 00:00:00,,system,Current member status
1122,222,Active,2025-02-21 10:45:28,2026-02-01,system,Membership active before annual renewal
1123,222,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1124,223,Active,2023-04-04 10:20:55,2024-02-01,system,Membership active before annual renewal
1125,223,Pending Renewal,2024-02-01 00:00:00,2024-04-15,membership_officer,Renewal payment received
1126,223,Active,2024-04-15 00:00:00,2025-02-01,system,Membership active before annual renewal
1127,223,Pending Renewal,2025-02-01 00:00:00,2025-03-12,membership_officer,Renewal payment received
1128,223,Active,2025-03-12 00:00:00,2026-02-01,system,Membership active before annual renewal
1129,223,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1130,224,Active,2021-09-04 17:14:14,2022-02-01,system,Membership active before annual renewal
1131,224,Pending Renewal,2022-02-01 00:00:00,2022-05-05,system,Renewal payment received
1132,224,Active,2022-05-05 00:00:00,2023-02-01,system,Membership active before annual renewal
1133,224,Pending Renewal,2023-02-01 00:00:00,2023-07-01,finance_officer,Renewal payment received
1134,224,Active,2023-07-01 00:00:00,2024-02-01,system,Membership active before annual renewal
1135,224,Pending Renewal,2024-02-01 00:00:00,2024-03-18,system,Renewal payment received
1136,224,Active,2024-03-18 00:00:00,2025-02-01,system,Membership active before annual renewal
1137,224,Pending Renewal,2025-02-01 00:00:00,2025-02-08,system,Renewal payment received
